Mol_No,SMILES,actual,predict
2,CC(F)(F)F,10.0,2.166000000000001
3,BrC(Br)C(Br)Br,7.0,5.7215000000000025
6,BrC=C(Br)Br,9.4,6.813000000000001
12,CC(Br)Br,8.4,7.6584999999999885
25,CN(C)N,5.9,6.002375
27,Cc1cc(C)c(C)c(C)c1,0.5,2.4745000000000044
30,ClCC(Cl)=CCl,7.8,7.747499999999995
39,ClC=CCl,8.0,6.619333333333336
43,CCOC(Cl)=CCl,10.5,7.551500000000004
47,[O-][N+](=O)c1ccccc1[N+]([O-])=O,11.6,11.699499999999993
55,C=CC=C,2.8,3.6559999999999993
60,CC(Cl)=CCCl,7.8,7.545999999999995
63,COCCC(C)OC,5.5,5.771999999999995
66,O=[S]1(=O)CCCO1,16.0,15.315500000000018
67,OCCCO,13.5,9.044000000000002
72,Oc1ccc(O)cc1,10.2,7.2159999999999975
76,ClCCCCCCl,7.8,7.5415000000000205
78,OCCCCCCCCCO,7.0,8.898500000000015
83,Brc1cccc2ccccc12,3.1,5.740000000000013
92,CC(Cl)[N+]([O-])=O,13.5,12.361999999999998
100,CCCCCCCl,6.2,4.403499999999993
106,CCOC(=C)CC,4.2,2.896900000000002
110,CCCCC=C,1.1,2.5149999999999997
120,CCCCCCCC=C,1.0,0.9909999999999997
129,OCC(F)(F)F,8.3,7.0434999999999945
135,o1ccc2ccccc12,5.1,3.7072499999999966
136,OC[CH]=[C]=[CH2],6.6,9.270999999999987
138,BrCC(Br)=C,11.8,6.967500000000006
139,ClC(=C)C(Cl)=C,2.3,6.152000000000008
141,OCC(Cl)CCl,9.2,9.483999999999995
178,CC=CC,0.0,2.023000000000004
182,CC(Cl)=C,6.7,5.7879999999999985
184,Cc1ccc(N)c(Cl)c1,7.4,6.865375000000004
211,COC1CCCCO1,6.6,3.8329166666666667
213,C\C=C/C(O)=O,5.2,8.15180000000002
215,CC1CCCCC1=O,7.8,10.788499999999992
224,CC=C(C)C,2.0,4.9405
227,CC(C)[N+]([O-])=O,12.1,12.363999999999997
237,OCC#C,8.7,9.29849999999999
239,Cc1ccc(O)c(c1)C(C)(C)C,3.7,9.132000000000005
242,Cc1ccccc1C=C,1.0,1.7405
247,Cc1ccc(Cl)c(Cl)c1,9.8,6.773500000000008
256,CCCCOC(C)CCO,5.5,5.565166666666667
273,CC1CCCC(=O)C1,7.7,10.618500000000004
275,C[C](C)=[C]=[CH2],2.5,4.282000000000001
280,Nc1cccc(c1)[N+]([O-])=O,17.7,10.894499999999995
290,Clc1ccc(cc1)C#N,8.0,14.485999999999999
291,Clc1ccc(cc1)C(Cl)(Cl)Cl,5.5,4.827541666666673
292,OCc1ccc(Cl)cc1,7.5,7.75299999999999
299,CCC(=O)c1ccc(F)cc1,7.1,7.4979999999999976
311,O=C1C=C2NC=CC2=CC1=O,9.3,11.800500000000001
316,O=C1C(=O)c2ccccc2c3ccccc13,17.1,10.099999999999987
318,CC=O,12.5,10.708500000000004
319,CC=NO,4.0,4.9784999999999995
328,CC(=O)c1ccccc1,9.0,7.960400000000005
333,CC(Br)=O,10.6,9.302
336,CC(F)=O,14.0,9.293500000000002
351,NCC=C,5.7,6.1631250000000035
354,C=CCC#N,14.3,13.272000000000006
355,CCOCC=C,4.8,4.193374999999998
358,ICC=C,6.4,5.872899999999996
359,C=CC[N+]#[C-],13.0,4.405774999999997
362,SCC=C,6.2,6.1695
363,CC(=C)C(=O)OCC=C,4.1,6.551500000000003
367,N,16.7,4.008499999999999
370,COc1ccc(C=CC)cc1,4.3,4.569083333333323
371,Nc1ccccc1,5.8,5.4892321428571424
380,c1ccccc1,0.0,3.1662499999999985
390,CC(=O)OCc1ccccc1,5.7,5.024500000000004
405,ClB(Cl)Cl,2.5,6.469874999999999
410,BrC=C,6.3,5.4774999999999965
423,CCCCOC(C)=C,5.3,4.506333333333334
427,CCCCOC(=O)C1CC=CCC1C,2.5,5.745000000000008
429,CCCC=O,10.1,9.652000000000003
432,CCCC#N,12.4,14.648500000000022
438,O=C=O,6.3,10.327500000000002
439,S=C=S,0.0,7.323499999999985
447,[Cl],10.0,3.7782499999999977
453,ClCC(Cl)=O,9.2,9.042499999999986
458,ClC(Cl)Cl,3.1,6.44083333333333
461,[O-][N+](=O)C(Cl)(Cl)Cl,6.8,11.224499999999995
462,ClC(=C)C=C,5.4,6.494000000000009
477,O=C1CCC1,11.4,10.566999999999984
478,O=C1CCCCCCCCC1,8.0,10.107499999999972
486,C1CCC=CC1,1.0,3.5246666666666626
494,O=C1CCCC1,11.9,9.34649999999999
506,CCCCOC(=O)/C=C/C(=O)OCCCC,3.0,5.954000000000009
513,COCCOCCOC,6.1,6.168974999999996
514,CCCCC(CC)CNCC(CC)CCCC,0.8,3.474499999999998
523,CC(C)O[P](C)(=O)OC(C)C,10.0,11.750999999999985
532,CC(=O)CC(C)(C)O,8.2,8.084999999999996
534,C=CCOCC=C,4.4,5.066875000000001
535,C=[N+]=[N-],6.1,3.9065
541,CCCCC(=O)CCCC,7.7,5.413000000000006
545,ClC(Cl)C=O,9.1,10.291000000000006
548,FC(F)(Cl)Cl,2.0,2.962875000000002
549,ClC(Cl)=C,7.8,5.740500000000013
554,CCNCC,2.3,3.596074999999997
567,CCCCOCCOCCOC(C)=O,4.1,5.6795000000000035
572,COC(C)(C)C.OCCOCCO,7.2,7.429999999999999
575,CCOCCOCCOC(C)=O,5.1,5.227000000000008
578,NCCNCCN,7.1,8.329999999999991
583,C1COC=CC1,5.5,3.884666666666665
590,CC#CC,3.4,3.828749999999994
598,CN(C)C=O,13.7,10.443500000000002
599,COC(=O)CCCC(=O)OC,7.7,6.2094999999999985
605,COC(=O)CCC(=O)OC,7.7,7.3411666666666635
613,c1ccc(cc1)C#Cc2ccccc2,2.0,2.4767500000000005
615,O=[S](=O)(c1ccccc1)c2ccccc2,14.4,12.102500000000004
621,COC(C)COC(C)CO,5.7,6.512499999999997
630,CNC(C)Cc1ccc2OCOc2c1,5.1,5.4845
651,CCCC(=O)OCC,5.6,6.272499999999996
655,CCCl,6.1,7.606499999999984
661,CCF,9.3,5.151833333333331
671,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,3.2,3.7354999999999983
674,CCOC=C,4.9,4.464999999999999
676,CCOC#CC,6.4,5.468491666666658
677,C=C,2.0,3.7645000000000004
695,OCCOCc1ccccc1,5.9,6.294000000000004
701,CCOCCO,7.2,7.18966666666667
709,C1CO1,10.0,6.115111111111105
712,C1CN1,11.0,5.575999999999991
714,COC#C,8.1,5.756541666666658
716,COc1cc(CC=C)ccc1O,7.5,6.373333333333335
717,CC1(C)C2CCC1C(=C)C2,1.5,5.467999999999993
718,COc1cc(\C=C\C(O)=O)ccc1O,6.6,7.439500000000005
721,FC=C,7.0,4.8859999999999975
725,NC=O,26.2,10.427500000000002
728,N#C/C=C/C#N,13.6,15.254999999999995
731,OCc1occc1,7.6,7.871999999999995
732,OCC(O)CO,11.3,10.015500000000003
762,NN,8.3,6.900250000000007
764,OO,12.2,6.567499999999996
766,OCCOC(=O)C=C,13.2,6.064000000000005
769,IC(=C)C=C,5.6,3.63
770,IC(I)I,3.6,5.52975
783,CC(C)C(O)=O,5.4,6.978966666666661
791,CC(C)c1ccccc1,1.2,3.1219999999999994
800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,4.7,6.352499999999996
820,CO,12.3,5.220500000000002
822,COCO,9.0,6.479249999999996
826,COC(=O)CC(C)=O,8.6,7.632
827,CC#C,3.8,3.7317499999999946
828,COC(=O)C=C,6.7,7.5835
834,CCCCC(C)=O,6.1,5.737500000000009
840,CCOC,4.7,5.604791666666659
849,CC(C)CCC(C)=O,5.7,6.52
850,CC(C)CC(C)O,3.3,5.038500000000007
866,COC(=O)c1ccccc1O,8.0,8.378500000000003
867,C[SiH3],3.3,4.643999999999997
871,CC(=O)C=C,12.5,10.663999999999985
877,COC(C)(C)C,4.3,4.458958333333335
878,COCOC,1.8,3.4024416666666637
888,CN(C)C(C)=O,11.5,9.646499999999998
890,OCCN1CCCC1=O,9.2,12.013500000000013
891,CC(=O)N1CCCCCC1=O,8.7,11.473999999999974
902,CCCCC1CCCC1,0.0,1.2100000000000004
905,CCCCOC(=O)c1ccccc1O,4.8,7.059500000000006
906,CCCCc1ccccc1,0.1,2.0815000000000006
909,O=C1CCCN1C2CCCCC2,6.8,10.828499999999988
914,CCCCCCCOC(C)=O,2.9,3.051999999999994
916,CNC=O,18.8,10.264000000000001
918,CN1CCCC1,2.8,4.672666666666661
923,CCCOC(C)=O,4.3,4.955000000000005
927,c1ccc2ccccc2c1,2.0,3.8932499999999983
938,CCCCCCCCCC(C)(O)Oc1ccccc1,10.2,5.423166666666667
955,CCCCCCCC,0.0,0.5205
966,[O-][O+]=O,4.2,12.161499999999997
968,Brc1ccc(cc1)C#N,9.3,14.839499999999992
971,Cc1ccc(Br)cc1,6.8,6.030000000000004
979,CCc1ccc(CC)cc1,0.0,2.9039500000000027
982,CCCCc1ccc(C)cc1,0.1,1.8652000000000009
984,CC(=O)Nc1ccc(O)cc1,10.5,12.104250000000015
987,ClC(Cl)C(Cl)(Cl)Cl,3.2,5.690791666666668
992,CCCCC,0.0,2.9906999999999977
995,FC(F)=C(F)F,0.0,5.392999999999997
1010,ClP(Cl)Cl,3.6,6.482875
1011,O=C1OC(=O)c2ccccc12,14.4,15.514000000000008
1016,CC(=O)OCC#C,5.2,5.225500000000002
1020,CCC(N)=O,14.6,13.338999999999988
1034,CCCCOCC(C)O,4.5,5.8981666666666674
1038,CC(C)OCC(C)O,6.1,6.591649999999995
1044,CC1CO1,8.6,5.719499999999998
1055,CC(=O)C#N,18.9,10.018499999999994
1059,Oc1ccccc1C=O,10.5,10.534000000000008
1060,OC(=O)c1ccccc1O,9.0,7.880033333333341
1061,OC(=O)CCCCCCCCC(O)=O,7.1,6.427499999999998
1062,CCC(C)OC(C)=O,3.7,5.083500000000006
1064,COc1cc(/C=C/CO)cc(OC)c1O,7.3,6.6649999999999965
1076,O=[S]=O,8.4,11.056500000000002
1099,Cl[S](Cl)=O,6.4,11.449000000000012
1101,Sc1ccccc1,4.5,4.817124999999996
1104,CC(C)c1ccc(C)cc1O,4.5,6.043000000000004
1114,CCCCO[P](=O)(OCCCC)OCCCC,6.3,9.20350000000001
1145,COC(C)COC(C)COC(C)CO,5.5,6.591749999999995
1182,O=C1CCO1,18.2,16.797499999999992
1184,COC(=O)C(Cl)=C,7.3,8.151
