Mol_No,SMILES,actual,predict
1,CC(Cl)(Cl)Cl,16.8,15.828499999999993
13,BrC(Br)=C,16.2,16.767499999999984
14,CC(Cl)(Cl)[N+]([O-])=O,16.8,16.40850000000002
20,CCCC(OCC)OCC,15.4,15.207
21,CCOC(C)OCC,15.0,15.177000000000005
34,C[CH]=[C]=[CH2],15.0,15.173291666666653
40,CC(Cl)CCl,17.3,16.0505
64,C1COCO1,18.1,16.731199999999955
87,CCC=C,13.2,15.03075000000001
91,FC(Cl)=C,16.0,15.046750000000005
95,CCOc1ccccc1Cl,19.2,18.78950000000003
98,CCOc1ccc(Cl)cc1,19.3,19.06600000000002
112,COc1ccccc1[N+]([O-])=O,19.6,19.334833333333332
121,CCCCCCCCO,16.0,15.985500000000002
122,CCCCCCC=C,15.3,15.547499999999998
123,CCCCCO,15.9,15.926500000000008
130,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,15.1,16.167999999999992
134,[O-][N+](=O)c1ccc(F)c(F)c1F,19.5,19.164500000000036
143,Sc1cc(Cl)c(Cl)cc1Cl,21.0,20.41799999999997
146,Oc1c(Cl)cc(Cl)cc1Cl,20.3,20.262999999999995
147,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,19.9,18.97750000000003
161,OCC1CCC(CO)O1,17.9,17.789333333333346
166,COc1cccc(OC)c1O,19.3,19.015666666666654
186,NC(=O)CCl,17.6,17.7705
187,CC(=O)OC(OC(C)=O)C(Cl)=C,16.7,16.364500000000007
189,ClC1CCCCC1=O,18.5,18.044999999999995
197,Clc1sccc1,19.2,19.83799999999998
200,CC\C(=C/C)C=O,16.1,15.899999999999979
201,CCCCC(CC)COC(C)=O,15.8,16.073500000000006
202,CCCCC(CC)COC(=O)C=C,15.3,15.893499999999984
205,CCC(CC)CO,15.8,15.825000000000015
206,CCC(=C)CC,14.9,15.17700000000003
216,Cc1cnccn1,18.3,19.074666666666666
219,CCC(C)CO,16.0,15.811500000000015
230,NC(=O)CN1CCCC1=O,17.5,18.037
241,Cc1ccccc1N,19.4,18.97483333333334
246,Clc1ccc(CC#N)cc1Cl,20.5,19.436999999999998
