Mol_No,SMILES,actual,predict
8,ClCC(Cl)Cl,18.2,17.67250000000003
16,CC(Cl)Cl,16.5,15.596500000000006
17,ClC(Cl)=C,16.4,16.82537499999995
19,CC=C(Cl)Cl,16.9,16.344000000000012
26,Cc1ccc(C)c(C)c1C,18.8,19.104499999999998
32,Clc1cc(Cl)c(Cl)cc1Cl,21.2,20.26650000000001
35,Cl\C=C\Br,17.2,17.982466666666685
36,OC1CCCCC1O,17.4,17.712033333333345
37,O=C1CCCCC1=O,18.6,18.05800000000001
38,BrC=CBr,17.0,18.20942500000003
45,Oc1ccccc1O,20.0,19.814499999999974
48,C=C1CO1,16.5,18.053000000000008
50,C1Oc2ccccc2O1,19.0,19.566499999999973
53,Oc1cccc(O)c1,18.6,19.721499999999978
103,CCCCCCCCCCO,16.0,16.096000000000007
111,COC=CC=C,15.5,15.0922
115,Cc1cccc2ccccc12,19.7,19.11700000000001
119,CCCCCCCCCO,16.0,16.092000000000006
124,CCCC=C,13.9,15.061875000000013
127,CCCCCCCCCCCCC=C,16.1,15.988999999999997
142,ClCC(Cl)=C,16.2,17.04399999999996
149,Nc1ccc(Cl)cc1Cl,20.9,20.181499999999982
150,Clc1ccc(C=O)c(Cl)c1,19.7,19.408000000000012
151,[O-][N+](=O)c1ccc(Cl)cc1Cl,20.4,19.991999999999997
152,Oc1ccc(Cl)cc1Cl,20.0,19.970499999999994
154,Cc1ccc(N)c(C)c1,19.2,19.222500000000004
157,Oc1cc(Cl)ccc1Cl,20.0,20.026499999999988
159,COC1CCC(OC)O1,16.8,17.0205
160,Cc1[nH]c(C)cc1,18.3,19.224000000000004
162,Cn1cnc2nc(Cl)nc(Cl)c12,20.5,19.333999999999993
171,OCC(Br)=C,17.1,16.960999999999967
175,Brc1sccc1,20.1,20.110999999999976
180,N#CC#CC#N,15.2,15.800999999999979
190,CC(=O)OCCCl,16.7,16.636000000000028
191,ClCCc1ccccc1,19.3,18.96100000000004
194,Oc1ccccc1Cl,19.0,19.808999999999973
207,CCCCC(CC)CO,15.9,15.838000000000024
225,Cc1occc1,17.3,18.993000000000002
226,CC(CO)[N+]([O-])=O,16.1,15.997999999999989
229,CCCCCCC(C)O,16.1,15.663499999999999
232,OCCOc1ccccc1,17.8,18.175500000000017
245,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,20.1,20.13950000000001
253,C=CCN=[N+]=[N-],16.8,16.039999999999992
255,C=CCC#N,16.2,16.094500000000004
262,ClCCC#N,17.3,17.577
263,ClCC#C,16.7,16.77549999999998
282,CC(=O)c1ccc(cc1)C(F)(F)F,18.8,18.980499999999992
283,Nc1ccncc1,20.4,20.15249999999999
287,Cc1ccc(Cl)cc1[N+]([O-])=O,19.9,19.6925
297,CCC1COC(=O)O1,17.5,18.49450000000001
301,OC(=O)C=Cc1ccc(O)cc1,19.1,19.210999999999984
303,COc1ccc(cc1)C(C)=O,18.9,19.123999999999995
304,COc1ccc(cc1)C#N,19.4,19.38599999999999
313,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,20.0,20.050500000000014
320,CC(N)=O,17.3,16.24500000000001
322,CC(O)=O,14.5,15.895000000000012
341,C=CC#N,16.0,16.075
353,ClCC=C,17.0,16.304999999999993
364,COCC=C,15.0,15.071000000000003
372,COc1ccc(C=O)cc1,19.4,19.262499999999992
374,COc1ccccc1,17.8,19.05749999999999
399,c1ccc(cc1)c2ccccc2,19.7,19.484499999999997
403,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,20.0,20.086999999999996
407,BrC#C,15.7,17.33949999999999
414,ClC(Cl)(Cl)Br,18.3,18.38193333333335
419,CCCC,14.1,15.133000000000015
421,CCCCOC(=O)c1ccccc1,18.3,17.74700000000004
437,[nH]1c2ccccc2c3ccccc13,21.7,19.951999999999977
443,O=C(C#N)C#N,15.0,16.708000000000002
452,ClCC#N,17.4,17.44950000000001
469,O=C1Oc2ccccc2C=C1,20.0,19.86499999999998
470,C/C=C/C=O,16.2,15.770749999999994
472,O=C1OCC=C1,19.0,18.795499999999993
476,ClC#N,15.6,17.241208333333347
480,C1CCCCCC1,17.1,16.60933333333336
489,NC1CCCCC1,17.2,17.299500000000027
496,COC1CCCC1,16.7,16.98566666666667
503,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,20.0,20.018000000000008
505,CCCCCCCCCC,15.7,15.832499999999982
509,ClCCOCOCCCl,17.1,18.005500000000012
511,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,16.2,16.286666666666655
515,CCCCC(CC)COCC(CC)CCCC,15.9,15.507499999999975
517,CC(C)CC(=O)CC(C)C,16.0,15.767000000000007
537,C(OCc1ccccc1)c2ccccc2,19.6,18.838000000000033
546,OC(=O)C(Cl)Cl,18.2,17.435499999999994
569,CCOCCOCCOCC,15.8,15.340500000000015
571,CCCCCCOCCOCCO,16.0,16.035000000000004
574,CCOCCOCCO,16.1,15.932000000000018
579,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,16.6,17.656500000000023
586,C=C1CC(=O)O1,16.2,18.18566666666668
606,CO[S](=O)(=O)OC,16.5,16.165000000000017
610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,16.7,16.427000000000007
623,CCCOC(C)COC(C)CO,15.6,15.935000000000002
624,COC(C)COC(C)COC(C)=O,16.3,15.666999999999994
626,C=CSC=C,16.5,15.9455
639,CCOC(C)OC(=O)CC,16.2,15.556499999999994
641,CCOC(=O)CC(C)=O,16.5,16.114499999999985
652,CCCCCC(=O)OCC,15.5,16.208000000000013
654,CCN=[CH+],15.6,15.352500000000015
659,CCOC(=O)C(=C)C#N,15.2,15.915500000000007
663,CCOCl,15.7,16.247999999999998
665,CCN=C=O,15.4,15.8495
670,CCSC,17.1,16.355999999999966
673,CCSC#N,15.4,16.771000000000008
681,BrCCBr,19.2,18.06450000000002
685,CCCCOCCOC(C)=O,15.3,15.984500000000015
686,CCCCOCC.OCCO,15.3,15.72650000000001
688,CC(C)(C)OCCOC(C)(C)C,14.7,15.311500000000013
692,COCCOC,15.4,15.457000000000033
698,CCCOCCO,16.1,15.987500000000004
706,COCCOC(C)=O,15.9,15.859000000000005
727,FC=O,15.0,15.000999999999992
735,CCOCC.OCC(O)CO.OC(O)=O,16.8,16.637499999999978
746,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,20.3,19.82845833333334
751,Fc1c(F)c(F)c(F)c(F)c1F,16.0,18.421500000000012
760,CCCCCCOC(C)=O,15.8,15.802500000000041
780,CC(C)C[S](=O)CC(C)C,16.3,16.381000000000025
784,N=C=O,15.8,16.691000000000013
786,CCC(C)C,13.8,15.065000000000008
794,CCCCCCCCCCCCCCCC(=O)OC(C)C,16.2,15.602324999999981
799,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,18.0,18.823499999999992
801,CC(C)[C@@H]1CC[C@@H](C)CC1=O,17.0,18.278499999999998
802,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,16.8,15.952499999999995
812,C[C@@H]1CCc2c(C)coc2C1,17.2,17.70199999999999
819,C,14.0,16.885466666666687
823,CCCCC(=O)COC,15.3,15.969500000000016
829,CC=CCC#N,16.4,15.625766666666685
830,CN,14.4,15.223333333333327
848,CI,17.5,15.271458333333326
853,CC(=C)C(C)=O,15.9,15.758000000000024
854,CN=C=S,17.3,16.599499999999985
870,COC=C,14.9,14.98845
874,COC#CC,15.7,15.417
879,ClCCl,17.0,17.645500000000023
882,CN(C)C(=S)N(C)C,17.3,16.49600000000001
884,CCN(Cl)Cl,16.8,16.135999999999996
897,CCCCOC(=O)CC(C)=O,16.6,16.080499999999997
898,CCCCOC(=O)C=C,15.6,15.56600000000001
915,CNC(C)=O,16.9,15.948500000000006
917,C[N+]1([O-])CCOCC1,19.0,17.249000000000013
919,CN1CCCC1=O,18.0,18.066000000000027
920,CNc1ccccc1,19.5,19.20099999999998
921,CCCCN1CCCC1=O,17.5,17.835000000000026
925,CCCOC(=O)CC,15.5,15.665000000000015
932,[O-][N+](=O)C=C,16.3,15.907500000000002
944,Fc1ccccc1Cl,19.4,19.486499999999996
947,Cc1ccccc1Cl,19.0,19.28400000000002
950,Fc1ccccc1F,18.0,19.4595
954,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,12.8,14.01058333333335
958,CCCCCCCC\C=C/CCCCCCCC(O)=O,16.0,16.03849999999999
960,C[Si](C)(C)O[Si](C)(C)C,12.6,14.520749999999985
965,C1COC1,16.7,17.130816666666668
967,COc1ccc(N)cc1,19.9,19.35049999999999
988,ClC1C(Cl)(Cl)C1(Cl)Cl,18.5,17.68079166666666
990,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,19.3,19.542
991,CCCCC=O,15.7,15.696500000000006
1000,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.3,12.102499999999978
1001,CCOc1ccccc1,18.4,18.55300000000002
1003,CC(=O)Oc1ccccc1,19.8,18.885000000000005
1005,C#Cc1ccccc1,18.8,18.48850000000003
1008,O[P](O)(O)=O,14.7,16.961499999999997
1015,CCC,13.1,15.075000000000006
1024,CCC(Cl)=O,16.1,16.664000000000037
1035,CCOCC(C)O,15.7,15.394000000000029
1037,CC(C)COCC(C)O,15.1,15.241000000000017
1049,c1ccnnc1,20.2,19.323500000000006
1051,c1cncnc1,20.5,17.979500000000016
1054,C1CCNC1,17.9,17.371866666666673
1056,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,19.0,18.03750000000001
1069,C1OC1c2ccccc2,19.4,19.297999999999988
1071,O=C1CCC(=O)O1,18.6,17.938000000000002
1074,O=[S]1(=O)CCCC1,17.8,17.72671666666668
1079,CC(C)(C)O,15.2,15.089749999999988
1083,CCO[Si](OCC)(OCC)OCC,13.9,16.047000000000004
1092,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,15.5,16.631000000000004
1095,CC(O)=S,17.0,16.27149999999999
1100,s1cccc1,18.9,18.545500000000008
1102,NC(N)=S,20.0,17.139583333333334
1113,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,16.6,15.912666666666661
1115,OC(=O)C(Cl)(Cl)Cl,18.3,17.596933333333332
1117,Clc1ccc(c2ccccc2)c(Cl)c1Cl,19.2,19.207500000000003
1121,Cl[SiH](Cl)Cl,14.2,17.646050000000013
1129,OCCOCCOCCO,16.0,16.865499999999965
1131,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,16.0,16.0385
1137,CN(C)C,14.6,15.322083333333346
1140,CO[P](=O)(OC)OC,15.7,16.255499999999987
1154,C=CCOC=C,14.9,15.749500000000001
1155,NC=C,15.7,15.670300000000006
1160,OCCOCCOC=C,16.3,16.220999999999993
1166,C=COC=O,15.3,15.386000000000006
1167,IC=C,18.0,16.15317500000002
1168,CC(C)COC=C,15.1,15.178000000000013
1169,CC(C)OC=C,14.7,14.982699999999998
1171,CCCOC=C,14.9,15.34900000000001
1175,[SiH3]C=C,15.5,15.793300000000002
1176,FC(F)(F)C(=O)OC=C,13.9,15.211999999999984
1185,O=C1CCCO1,18.0,18.020000000000003
