Mol_No,SMILES,actual,predict
10,COC(CC(OC)OC)OC,15.0,15.167999999999992
23,FC(F)=C,15.0,14.849999999999987
31,ClCC(Cl)CCl,17.8,17.76324999999998
44,CCc1ccccc1CC,17.7,18.878166666666672
49,SCCS,17.9,16.779500000000017
51,[CH2]=[C]=[CH2],15.3,15.674000000000017
54,FC(F)(F)c1cccc(c1)C(F)(F)F,17.0,19.82799999999999
56,Cl\C=C(/Cl)C=C,17.0,16.183749999999986
58,CC(O)CCO,16.5,15.944000000000008
59,ClCCCCl,18.0,17.72316666666668
70,ClCC=CCCl,17.8,17.34299999999999
81,CC=CBr,16.3,16.82337500000002
86,CCCCO,16.0,15.972500000000009
88,CCC=COC,15.1,14.727999999999998
96,CCc1ccccc1Cl,18.9,19.079499999999996
101,Clc1cccc2ccccc12,20.5,19.979999999999976
107,CCCCCCCO,16.0,15.981000000000005
109,CCCCCCO,15.9,15.988500000000005
113,CC1(O)CCCCC1,17.1,17.0255
128,S1C=CSC1=C2SC=CS2,21.0,20.000000000000007
140,[O-][N+](=O)c1cccc(Cl)c1Cl,19.7,20.116500000000002
155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,20.0,19.194000000000003
156,FC(F)(F)c1cc(Cl)ccc1Cl,20.0,20.005499999999998
158,CCOC1CCC(OCC)O1,16.6,16.79550000000002
163,COc1c(Cl)cccc1Cl,19.8,19.612499999999994
168,CCN(CC)CCO,15.7,15.948500000000008
170,Nc1ccccn1,20.4,20.261666666666645
174,CC(C)Br,15.5,16.864500000000024
192,CCOCCCl,16.3,16.154499999999974
198,OC1CCC=C1,18.1,17.684999999999974
199,CCCCCCCCC(C)O,15.8,15.897999999999975
208,CCCCC(CC)CN,15.7,15.89749999999999
209,N#Cc1occc1,18.4,19.015499999999996
210,CCCCCC(C)O,15.7,15.670500000000018
218,CC1OCCO1,17.3,17.287000000000024
220,CCC(C)=C,14.5,14.898000000000014
231,CCCC(C)O,15.6,15.615000000000036
233,OCCc1ccccc1,18.3,18.64200000000002
240,CCSC,16.2,16.94399999999997
243,ClC(Cl)(Cl)C=C,17.7,16.25300000000001
244,FC(F)(F)c1ccc(Cl)c(Cl)c1,20.0,20.10049999999999
260,ClCc1cccc(Cl)c1,19.9,19.519999999999975
265,CCCCC(O)CC,15.9,15.580000000000002
270,COCCC#N,16.6,15.566500000000026
274,Cc1ccon1,19.4,18.62763333333336
