Mol_No,SMILES,actual,predict
10,COC(CC(OC)OC)OC,7.1,4.613874999999996
23,FC(F)=C,5.7,5.432324999999996
31,ClCC(Cl)CCl,12.3,6.961999999999992
44,CCc1ccccc1CC,0.1,11.290000000000004
49,SCCS,7.2,6.8893333333333375
51,[CH2]=[C]=[CH2],3.0,3.6377000000000015
54,FC(F)(F)c1cccc(c1)C(F)(F)F,6.8,1.9200000000000006
56,Cl\C=C(/Cl)C=C,10.7,6.352416666666667
58,CC(O)CCO,8.1,6.705499999999998
59,ClCCCCl,8.2,7.559999999999997
70,ClCC=CCCl,7.6,7.331000000000004
81,CC=CBr,6.4,6.91935833333334
86,CCCCO,5.7,5.037333333333326
88,CCC=COC,5.3,4.847374999999991
96,CCc1ccccc1Cl,4.9,10.358999999999995
101,Clc1cccc2ccccc12,4.9,6.288000000000003
107,CCCCCCCO,5.3,4.745499999999999
109,CCCCCCO,5.8,4.8269999999999955
113,CC1(O)CCCCC1,4.0,5.366500000000001
128,S1C=CSC1=C2SC=CS2,8.2,2.3434999999999993
140,[O-][N+](=O)c1cccc(Cl)c1Cl,12.6,9.636999999999995
155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,13.1,11.033999999999997
156,FC(F)(F)c1cc(Cl)ccc1Cl,4.7,3.3175
158,CCOC1CCC(OCC)O1,6.4,5.377166666666668
163,COc1c(Cl)cccc1Cl,8.4,6.993999999999994
168,CCN(CC)CCO,5.8,6.625249999999994
170,Nc1ccccn1,8.1,12.349916666666665
174,CC(C)Br,8.3,8.109000000000016
192,CCOCCCl,7.9,8.793500000000005
198,OC1CCC=C1,7.6,6.3681249999999965
199,CCCCCCCCC(C)O,3.9,4.4474999999999945
208,CCCCC(CC)CN,4.2,2.4130000000000003
209,N#Cc1occc1,15.0,12.347999999999992
210,CCCCCC(C)O,5.4,4.772499999999991
218,CC1OCCO1,4.8,6.189333333333334
220,CCC(C)=C,1.8,2.7770000000000006
231,CCCC(C)O,6.4,5.3800000000000034
233,OCCc1ccccc1,5.6,6.506999999999998
240,CCSC,5.9,5.001499999999986
243,ClC(Cl)(Cl)C=C,15.5,4.965733333333338
244,FC(F)(F)c1ccc(Cl)c(Cl)c1,4.7,3.5455
260,ClCc1cccc(Cl)c1,9.3,8.2115
265,CCCCC(O)CC,5.4,4.701999999999991
270,COCCC#N,14.4,13.339000000000004
274,Cc1ccon1,14.8,2.8646666666666705
277,CC(C)C(C)O,5.2,5.482000000000011
286,ClC[CH]=[C]=[CH2],8.0,6.977550000000007
289,Clc1ccc(C=O)cc1,7.2,9.81250000000001
