Mol_No,SMILES,actual,predict
4,ClC(Cl)C(Cl)Cl,5.1,5.161100000000006
11,CC(OCC=C)OCC=C,5.1,3.9645000000000032
15,CC(=O)C(Cl)Cl,7.6,9.534499999999994
18,CCC(Cl)Cl,7.8,6.181916666666659
22,CC(F)F,9.3,4.504208333333336
24,COC(C)OC,4.9,5.5487499999999965
28,[nH]1nnc2ccccc12,15.6,11.887999999999993
41,CC(Cl)=CCl,8.5,7.074000000000001
42,FC(F)(Cl)C(F)(F)Cl,1.8,2.732183333333337
46,COc1ccccc1OC,4.4,6.229749999999995
52,C1OCOCO1,9.2,6.585374999999998
57,Cl/C=C/C=C,8.5,6.110500000000002
61,Fc1c(Cl)cccc1Cl,9.1,5.7515000000000045
68,OCCCCO.OC(=O)C=C.OC(=O)C=C,9.1,7.532250000000004
73,C1COCCO1,1.8,8.284458333333331
74,C1COCCO1,6.8,8.284458333333331
75,C1CSCCO1,6.6,8.03245833333333
85,CCCCS,5.3,2.037500000000001
89,CCCCCCl,6.9,3.5560000000000036
93,CCC(Cl)[N+]([O-])=O,13.0,12.441999999999991
99,CCCCCl,5.5,3.423000000000002
102,CC=CCl,6.9,6.612474999999998
105,CCOC(C)OCC(C)O,6.3,6.443699999999999
108,CCCCCC=C,1.1,1.1149999999999987
114,Cn1ccnc1,15.6,10.730625
116,COC(C)=C,4.2,4.188666666666665
117,Oc1cccc2ccccc12,6.3,7.687499999999995
126,CCCO,6.8,6.309833333333335
132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,14.0,9.723500000000001
153,[O-][N+](=O)c1ccc(F)cc1F,11.0,10.027000000000015
164,Oc1c(Cl)cccc1Cl,7.5,6.552999999999996
167,Cc1cccc(C)c1O,4.9,5.644750000000003
169,CC(=O)c1sccc1,12.2,9.701499999999996
173,CCC(C)Br,7.7,7.256500000000009
176,CCC(C)O,5.7,5.120700000000002
179,COCC=CC,3.4,4.5518499999999955
185,Cc1ccc(Cl)c(O)c1,7.7,6.474749999999997
188,CCC(C)Cl,7.6,6.4391666666666625
193,CCSCCCl,5.0,6.703999999999999
195,ClC(=C)C=O,12.9,9.406999999999991
203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,6.2,6.847499999999999
214,CC1CCCCC1O,6.5,5.667245238095234
217,CC1CCCO1,5.0,6.078874999999995
222,CCCC(C)CO,4.9,5.910000000000004
234,CC1=CCC2CC1C2(C)C,1.8,1.9821250000000006
236,CC(C)O,6.1,5.323775000000009
257,OCC=CCl,10.3,8.120999999999995
264,CCOCCC=O,8.8,9.727999999999998
267,COC(C)CCO,5.4,6.0490000000000075
268,COC(C)CCOC(C)=O,4.1,5.030000000000005
271,CC=CCO,6.0,6.499350000000001
272,CC1CCCC(O)C1,6.4,5.0939166666666695
278,COC(C)(C)CCOC(C)=O,3.8,5.185500000000004
284,BrC[CH]=[C]=[CH2],6.5,6.246333333333331
300,Oc1ccc(C=O)cc1,15.2,10.558500000000002
324,CC(C)=O,10.4,9.710999999999993
326,CON=C(C)C,4.6,5.908500000000001
335,C#C.C#C,4.2,3.5009166666666673
338,C=CC=O,10.0,13.398500000000006
340,OC(=O)C=C,6.4,8.05529166666667
349,CC(=O)CC(=O)OCC=C,6.9,6.141499999999997
356,FCC=C,6.4,5.950500000000001
366,Cc1ccc(F)c(F)c1F,8.8,4.490375
368,CC(N)Cc1ccccc1,4.3,5.034416666666667
369,CCCCCOC(C)=O,3.3,3.4462499999999974
375,OCC(O)C1OC(=C(O)C1=O)O,11.7,14.454
383,OC(=O)c1ccccc1,6.9,8.339
393,O=C(OCc1ccccc1)c2ccccc2,5.1,6.5081250000000095
395,ClCc1ccccc1,7.1,6.773499999999992
396,CCOCc1ccccc1,3.8,3.6251999999999946
412,COCBr,8.5,7.170250000000003
416,C=C\C=C/C#N,11.7,12.724999999999993
417,C1OC1C2CO2,14.4,7.098791666666666
426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,3.7,3.475999999999999
431,CCCC(=O)OC(=O)CCC,10.3,6.294749999999998
434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.1,10.4245
444,O=C=S,3.7,8.785999999999994
446,ClC(Cl)(Cl)C=O,7.4,8.957999999999988
454,ClC#C,2.1,5.001866666666671
456,ClC1CC1,7.2,5.9413666666666645
468,COc1cc(/C=C/CO)ccc1O,7.0,7.90871666666666
473,[Ca++].NC#N,27.6,14.513000000000002
483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,2.2,4.833000000000004
487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,11.0,9.284
491,O=C1CCCCCCC1,9.6,9.847999999999992
495,C1CC=CC1,3.8,2.5539166666666673
498,C1C=C1,2.4,5.200499999999997
499,CC(=O)C1CC1,11.1,9.551999999999992
500,N#CC1CC1,16.2,13.295500000000013
512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,4.7,4.7034166666666675
516,CC(C)CC(O)CC(C)C,3.1,4.807250000000002
518,CC(C)C[S](=O)CC(C)C,10.5,10.71
521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,1.8,4.604500000000007
544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4.5,4.062550000000002
547,ClC(Cl)C#N,9.4,13.833000000000002
555,CCOC(=O)OCC,6.3,6.970500000000003
559,CCOC(=O)CC(=O)OCC,7.7,7.026499999999999
568,CCCCOCCOCCOCCCC,4.7,3.578999999999997
576,COCCOCCO,7.8,7.743071428571442
580,CCCCCCOCCCCCC,3.0,2.8660000000000023
587,COCOC,1.8,3.273249999999997
595,CSSC,7.8,4.575391666666661
