Mol_No,SMILES,actual,predict
1,CC(Cl)(Cl)Cl,4.3,7.312499999999993
13,BrC(Br)=C,4.8,8.179550000000003
14,CC(Cl)(Cl)[N+]([O-])=O,12.1,9.365499999999992
20,CCCC(OCC)OCC,4.9,3.8879999999999977
21,CCOC(C)OCC,3.4,4.979874999999995
34,C[CH]=[C]=[CH2],1.7,3.1390000000000002
40,CC(Cl)CCl,7.1,7.542499999999984
64,C1COCO1,6.6,8.720750000000002
87,CCC=C,1.3,4.144458333333331
91,FC(Cl)=C,6.9,5.582600000000002
95,CCOc1ccccc1Cl,8.1,6.859500000000001
98,CCOc1ccc(Cl)cc1,6.3,6.052000000000006
112,COc1ccccc1[N+]([O-])=O,12.7,12.306
121,CCCCCCCCO,5.0,4.602499999999997
122,CCCCCCC=C,1.0,0.9429999999999985
123,CCCCCO,5.9,5.483499999999996
130,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,6.1,7.3207500000000065
134,[O-][N+](=O)c1ccc(F)c(F)c1F,7.7,10.001000000000003
143,Sc1cc(Cl)c(Cl)cc1Cl,4.5,6.740000000000009
146,Oc1c(Cl)cc(Cl)cc1Cl,5.1,7.434666666666673
147,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,7.2,10.351999999999999
161,OCC1CCC(CO)O1,8.5,9.094999999999997
166,COc1cccc(OC)c1O,7.6,6.741499999999993
186,NC(=O)CCl,12.4,13.177999999999972
187,CC(=O)OC(OC(C)=O)C(Cl)=C,7.3,6.061500000000008
189,ClC1CCCCC1=O,13.0,9.337999999999989
197,Clc1sccc1,6.2,6.655999999999999
200,CC\C(=C/C)C=O,8.0,12.217000000000027
201,CCCCC(CC)COC(C)=O,2.9,4.5866250000000015
202,CCCCC(CC)COC(=O)C=C,4.3,5.553991666666675
205,CCC(CC)CO,4.3,6.183999999999995
206,CCC(=C)CC,1.7,3.704500000000002
216,Cc1cnccn1,12.3,10.044999999999991
219,CCC(C)CO,5.1,6.180999999999998
230,NC(=O)CN1CCCC1=O,15.6,13.127499999999973
241,Cc1ccccc1N,5.8,3.227458333333333
246,Clc1ccc(CC#N)cc1Cl,10.8,12.633500000000002
252,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,12.9,11.874500000000001
269,COC(C)(C)CCO,6.3,6.192
276,CC(C)C=C,1.4,3.537041666666667
279,CCCCc1cccc(C)c1,0.1,0.2680000000000007
288,COc1ccc(Cl)cc1,7.8,5.893300000000006
