Mol_No,SMILES,actual,predict
4,ClC(Cl)C(Cl)Cl,18.8,17.896000000000004
11,CC(OCC=C)OCC=C,15.4,14.672499999999978
15,CC(=O)C(Cl)Cl,17.1,16.86450000000002
18,CCC(Cl)Cl,16.1,16.88600000000001
22,CC(F)F,14.9,14.923166666666651
24,COC(C)OC,15.1,15.061999999999982
28,[nH]1nnc2ccccc12,18.7,20.074499999999965
41,CC(Cl)=CCl,17.0,16.61600000000002
42,FC(F)(Cl)C(F)(F)Cl,12.6,14.860000000000015
46,COc1ccccc1OC,19.2,18.690000000000037
52,C1OCOCO1,18.7,17.2990833333333
57,Cl/C=C/C=C,15.6,16.189796428571423
61,Fc1c(Cl)cccc1Cl,19.4,19.545500000000015
68,OCCCCO.OC(=O)C=C.OC(=O)C=C,16.8,16.242999999999984
73,C1COCCO1,17.5,16.293049999999965
74,C1COCCO1,17.1,16.293049999999965
75,C1CSCCO1,19.0,18.489700000000024
85,CCCCS,16.3,15.987999999999975
89,CCCCCCl,16.0,16.343999999999973
93,CCC(Cl)[N+]([O-])=O,16.8,16.509500000000024
99,CCCCCl,16.2,16.358999999999977
102,CC=CCl,15.3,16.402499999999996
105,CCOC(C)OCC(C)O,15.4,15.513999999999992
108,CCCCCC=C,15.0,15.088500000000009
114,Cn1ccnc1,19.7,17.79525
116,COC(C)=C,14.8,14.897500000000003
117,Oc1cccc2ccccc12,19.7,19.631999999999984
126,CCCO,16.0,15.934500000000007
132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,19.5,18.041500000000013
153,[O-][N+](=O)c1ccc(F)cc1F,19.4,19.45350000000003
164,Oc1c(Cl)cccc1Cl,20.1,19.742499999999986
167,Cc1cccc(C)c1O,19.1,18.701500000000006
169,CC(=O)c1sccc1,19.1,19.048214285714312
173,CCC(C)Br,16.3,16.616000000000003
176,CCC(C)O,15.8,15.492999999999995
179,COCC=CC,15.2,15.050949999999991
185,Cc1ccc(Cl)c(O)c1,19.0,19.55900000000002
188,CCC(C)Cl,15.8,16.93050000000002
193,CCSCCCl,17.2,16.378749999999982
195,ClC(=C)C=O,17.1,16.423546428571388
203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,17.3,16.881999999999973
214,CC1CCCCC1O,17.1,16.508000000000006
217,CC1CCCO1,16.9,16.591999999999988
222,CCCC(C)CO,15.8,15.878000000000009
234,CC1=CCC2CC1C2(C)C,16.9,18.08599999999998
236,CC(C)O,15.8,15.369999999999973
257,OCC=CCl,17.2,17.380500000000012
264,CCOCCC=O,16.0,16.19850000000001
267,COC(C)CCO,15.3,15.814500000000026
268,COC(C)CCOC(C)=O,15.3,15.416000000000015
271,CC=CCO,16.0,15.719833333333337
272,CC1CCCC(O)C1,17.2,16.395500000000013
278,COC(C)(C)CCOC(C)=O,15.3,15.403500000000008
284,BrC[CH]=[C]=[CH2],17.0,16.48966666666667
300,Oc1ccc(C=O)cc1,19.4,19.482000000000006
324,CC(C)=O,15.5,15.822500000000014
326,CON=C(C)C,14.7,15.559000000000015
335,C#C.C#C,14.4,16.691600000000005
338,C=CC=O,15.5,15.459000000000005
340,OC(=O)C=C,16.6,16.09166666666667
349,CC(=O)CC(=O)OCC=C,15.9,15.993999999999986
356,FCC=C,14.9,15.046833333333325
366,Cc1ccc(F)c(F)c1F,17.5,18.72650000000003
368,CC(N)Cc1ccccc1,17.5,18.49450000000002
369,CCCCCOC(C)=O,15.8,15.803000000000045
375,OCC(O)C1OC(=C(O)C1=O)O,18.0,17.999100000000002
383,OC(=O)c1ccccc1,20.0,19.519500000000022
393,O=C(OCc1ccccc1)c2ccccc2,20.0,18.357500000000034
395,ClCc1ccccc1,18.8,19.27750000000002
396,CCOCc1ccccc1,18.4,18.51800000000002
412,COCBr,16.9,16.409000000000013
416,C=C\C=C/C#N,16.2,15.826833333333353
417,C1OC1C2CO2,18.3,17.64896666666666
426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,14.5,16.475499999999997
431,CCCC(=O)OC(=O)CCC,15.8,15.804999999999989
434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,19.5,19.064500000000013
444,O=C=S,17.4,18.651525000000003
446,ClC(Cl)(Cl)C=O,17.2,16.95491190476188
454,ClC#C,16.2,16.82290476190474
456,ClC1CC1,17.6,17.566966666666687
468,COc1cc(/C=C/CO)ccc1O,19.0,19.08249999999999
473,[Ca++].NC#N,15.5,16.10399999999999
483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,16.4,16.95583333333334
487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,18.3,17.513000000000012
491,O=C1CCCCCCC1,17.0,17.3126
495,C1CC=CC1,16.7,17.684699999999978
498,C1C=C1,17.2,17.854499999999998
499,CC(=O)C1CC1,17.0,16.95400000000002
500,N#CC1CC1,18.6,16.97076666666668
512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,16.2,16.182999999999968
516,CC(C)CC(O)CC(C)C,14.9,15.334000000000005
518,CC(C)C[S](=O)CC(C)C,16.3,16.415500000000044
521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,16.7,16.31749999999998
544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,16.7,16.24049999999999
547,ClC(Cl)C#N,17.4,17.20474999999999
555,CCOC(=O)OCC,15.1,15.865000000000002
559,CCOC(=O)CC(=O)OCC,16.1,16.29649999999998
568,CCCCOCCOCCOCCCC,15.8,15.34049999999999
576,COCCOCCO,16.2,15.9825
580,CCCCCCOCCCCCC,16.0,16.35549999999998
587,COCOC,15.0,15.032999999999998
595,CSSC,17.6,16.224277380952383
601,COC(=O)\C=C/C(=O)OC,16.3,16.32701904761905
603,COC(=O)c1ccccc1C(=O)OC,18.6,18.618500000000004
604,COC(=O)CCCCCCCCC(=O)OC,16.6,16.163
607,CSC,16.1,16.229277380952382
611,CC(=C)C1CCC(=CC1)C,17.2,17.538499999999953
616,N(c1ccccc1)c2ccccc2,20.0,19.459500000000006
619,CCCC(=O)CCC,15.8,15.908500000000004
634,CC,15.5,15.189249999999973
636,CCS,15.7,16.08549999999998
638,NCCO,17.0,17.01049999999999
653,CCOC(N)=O,16.8,16.605999999999998
656,CCOC(Cl)=O,16.4,16.600000000000033
657,CCOC(=O)C=Cc1ccccc1,18.4,18.28850000000001
667,CCN=C=S,17.2,16.79010000000002
675,CCC(=O)C=C,15.8,15.630499999999985
690,CCCCOCCOCCCC,15.7,15.299499999999984
691,CCOCCOCC,15.4,15.335
696,CCOCCOC(=O)C=C,15.9,15.527499999999986
697,CCCCCCOCCO,16.0,16.21275
704,CC(C)OCCO,16.0,15.815500000000016
707,OCCO.O[S](O)=O,20.0,16.859
719,C1c2ccccc2c3ccccc13,21.3,19.570499999999953
737,OCC1COCO1.OC2COCOC2,18.4,17.86183333333332
739,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,16.3,15.976999999999984
742,CC(=C)C(=O)OCC1CO1,16.3,17.005500000000005
752,CCCC(F)(F)C(F)(F)C(O)(F)F,15.1,14.824000000000002
758,OCCCCCCO,15.7,16.53299999999998
759,CCCCCC(O)=O,16.3,15.753999999999978
774,CCC(=O)OCCC(C)C,15.7,15.687499999999986
775,CC(C)COC(C)=O,15.1,15.805500000000016
782,CC1(C)CO1,16.1,17.04716666666668
785,CC(C)CCCCCO,14.4,15.704000000000008
792,CC(C)Cl,15.0,16.886500000000016
795,CC(C)CC=O,14.7,15.582499999999996
804,CC(O)C(O)=O,17.0,15.737999999999976
809,O=C1OC(=O)C=C1,19.5,19.6915
824,COC=CC,15.0,15.003949999999984
831,CC(C)CC(C)OC(C)=O,15.2,15.511000000000006
835,CCl,15.3,16.401500000000006
844,COC(=O)c1occc1,17.4,18.157000000000025
857,CCCCCC(C)=O,16.2,15.812500000000005
861,CSc1ccccc1,19.6,18.692000000000018
864,CCC(=O)OC,15.5,15.993499999999992
868,CC1CCC[S]1(=O)=O,19.0,16.787000000000006
869,CSC#N,17.3,16.131735714285732
876,COC(=O)c1ccc(C)cc1,19.0,18.737500000000026
881,C1COCCN1,18.0,17.124749999999995
883,CCCCN(CCCC)C=O,15.5,16.49700000000003
887,CCN(CC)C=O,16.4,16.63300000000003
892,CC(=O)N1CCCCC1,18.5,17.03150000000003
900,CCCCOC(=O)CCC,15.6,15.911999999999987
901,CCCCC1CCCCC1,16.2,16.609333333333367
903,CCCCOC(=O)C(C)=C,15.4,15.543000000000013
910,CCNC=O,16.2,16.017000000000003
922,CCCCCOC(=O)CC,15.8,15.744999999999973
928,CN1CCCC1c2cccnc2,18.5,18.668500000000005
929,O[N+]([O-])=O,13.5,15.979749999999992
935,O=Nc1ccccc1,20.0,19.585500000000007
942,Brc1ccccc1C=C,19.5,19.745499999999957
945,Clc1ccccc1C=C,18.7,19.28699999999999
946,Sc1ccccc1Cl,20.2,19.908500000000014
952,CCCCc1ccccc1C,17.6,17.355000000000015
961,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,12.2,12.848499999999984
963,OC(=O)C(O)=O,17.0,16.105999999999995
972,CC(=O)c1ccc(Cl)cc1,19.6,19.631000000000025
975,Clc1ccc(C=C)cc1,18.7,19.297499999999975
976,Cc1ccc(Cl)cc1,19.1,19.62750000000001
981,COc1ccc(F)cc1,18.7,19.165000000000024
986,C[n+]1ccc(cc1)c2cc[n+](C)cc2,19.5,19.117214285714308
989,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,21.5,19.36025000000005
996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.6,13.121000000000004
999,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,12.4,14.179500000000026
1026,CCCCl,16.0,16.342499999999987
1031,CC(O)CCl,16.8,16.901
1041,CC(O)COc1ccccc1,17.4,18.361166666666698
1042,CCCOCC(C)O,15.8,15.458499999999985
1043,CC1CN1,17.8,16.589500000000022
1048,[nH]1cccn1,20.2,19.888999999999978
1052,Oc1cccc(O)c1O,20.7,19.312999999999985
1063,NCCc1c[nH]c2ccc(O)cc12,18.0,19.06216666666666
1068,C=Cc1ccccc1,18.6,18.929999999999982
1080,OC(=O)c1ccc(cc1)C(O)=O,20.0,19.436500000000002
1090,O=[S]1CCCC1,18.2,17.665033333333362
1098,OC(=O)CS,16.0,17.0175
1103,CC1=CNC(=O)NC1=O,19.0,19.03000000000001
1108,O=C\C=C\c1ccccc1,19.4,19.442999999999998
1109,C/C=C/C#N,16.4,15.688125000000008
1112,CCCCOB(OCCCC)OCCCC,16.7,16.02185
1119,FC(Cl)(Cl)Cl,15.3,14.920000000000034
1134,FC(F)F,14.4,15.223500000000008
1142,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,19.5,19.608500000000006
1147,CCCCC#N,15.3,15.672500000000023
1150,CCCCC(CC)COC=C,15.6,15.461999999999998
1163,C=COC=C,14.8,15.766166666666685
1174,CCO[S](CC)C=C,16.4,15.823500000000008
