Mol_No,SMILES,actual,predict
0,ClCC(Cl)(Cl)Cl,18.0,16.80050000000002
5,CC(Cl)(Cl)C(Cl)Cl,17.9,16.259500000000017
7,CC(Cl)=C(Cl)Cl,17.7,16.316000000000013
9,FC(F)(Cl)C(F)(Cl)Cl,14.7,14.179000000000004
29,[nH]1ccnn1,20.7,18.372499999999988
33,Clc1ccc(Cl)c(Cl)c1,20.2,20.150999999999996
62,OC(CCl)CCl,17.5,17.659500000000016
65,CC=CC=C,15.0,15.09049999999999
69,OCCCCO,16.6,16.61150000000002
71,ClCCCCCl,18.3,17.733000000000008
77,CC12CCC(CC1)C(C)(C)O2,16.7,17.11150000000001
79,CC(=O)OC=CC=C,16.1,15.566999999999986
80,NC1(CC1)C(O)=O,17.0,17.789666666666673
82,CCOc1ccc(Br)cc1,19.5,18.64950000000005
84,CCCBr,16.4,16.585000000000008
90,CCOC(Cl)=C,16.8,16.110500000000012
94,CC=CCCl,16.2,16.232500000000012
97,CC(C)=CCl,16.1,16.59000000000002
104,CCCCCCCCC=C,15.6,15.613500000000013
118,CCC[N+]([O-])=O,16.6,15.881500000000006
125,CCCS,16.1,15.654000000000003
131,CC(C)CC(C)(C)C,14.1,15.096500000000006
133,CC(C)(C)CO,15.6,15.894999999999996
137,CC1OC(=O)OC1C,18.0,17.68099999999999
144,Oc1c(Br)cc(Br)cc1Br,20.6,20.093000000000007
145,COc1c(Cl)cc(Cl)cc1Cl,21.0,19.667500000000004
148,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,19.9,19.944000000000006
165,Fc1cccc(F)c1C#N,18.8,19.165500000000026
172,CC(Br)=C,16.1,16.02750000000001
177,CC=CC,14.7,14.841999999999961
181,OCC(Cl)=C,17.1,16.506008333333295
183,CC(C)(C)Cl,15.6,16.217000000000045
196,OC(=O)C(Cl)=C,19.1,16.723149999999965
204,CCC(=C)C=C,15.3,14.943500000000018
212,COC1OCCO1,17.8,17.063000000000027
221,CC(=C)C(Cl)=O,17.1,16.44000000000002
223,CCC(C)(C)O,15.3,15.399999999999979
228,[O-][N+](=O)c1sccc1,19.7,20.002999999999975
235,CC(C)S,16.3,15.118999999999993
238,O=C1CCCN1,18.2,18.308000000000014
248,Cc1ccc(O)cc1C,19.2,19.061000000000007
