Mol_No,SMILES,actual,predict
2,CC(F)(F)F,0.0,0.21749999999999997
3,BrC(Br)C(Br)Br,8.2,5.675500000000002
6,BrC=C(Br)Br,8.0,8.043000000000006
12,CC(Br)Br,8.8,4.133500000000005
25,CN(C)N,11.0,11.408399999999997
27,Cc1cc(C)c(C)c(C)c1,0.5,1.6915000000000016
30,ClCC(Cl)=CCl,3.4,4.025499999999996
39,ClC=CCl,3.2,2.3654999999999995
43,CCOC(Cl)=CCl,6.0,5.807000000000003
47,[O-][N+](=O)c1ccccc1[N+]([O-])=O,3.9,4.482
55,C=CC=C,5.6,4.984999999999996
60,CC(Cl)=CCCl,2.7,3.459499999999994
63,COCCC(C)OC,5.2,6.2254999999999985
66,O=[S]1(=O)CCCO1,9.0,7.202433333333341
67,OCCCO,23.2,18.196500000000025
72,Oc1ccc(O)cc1,27.2,14.85780000000003
76,ClCCCCCCl,1.5,2.6490000000000022
78,OCCCCCCCCCO,15.1,17.792500000000047
83,Brc1cccc2ccccc12,4.1,7.056999999999992
92,CC(Cl)[N+]([O-])=O,4.7,4.744999999999997
100,CCCCCCCl,1.7,1.1830000000000018
106,CCOC(=C)CC,4.6,5.0535000000000085
110,CCCCC=C,3.0,3.878499999999997
120,CCCCCCCC=C,2.2,2.1469999999999967
129,OCC(F)(F)F,16.4,16.588500000000018
135,o1ccc2ccccc12,5.7,6.523499999999998
136,OC[CH]=[C]=[CH2],16.8,16.058000000000025
138,BrCC(Br)=C,6.4,6.175000000000009
139,ClC(=C)C(Cl)=C,2.8,3.9229999999999965
141,OCC(Cl)CCl,14.6,19.024999999999995
178,CC=CC,2.9,3.7605000000000075
182,CC(Cl)=C,2.2,3.5804999999999967
184,Cc1ccc(N)c(Cl)c1,8.9,9.764625000000013
211,COC1CCCCO1,6.0,2.706624999999999
213,C\C=C/C(O)=O,12.4,11.2695
215,CC1CCCCC1=O,4.7,4.390500000000002
224,CC=C(C)C,2.9,7.6045000000000025
227,CC(C)[N+]([O-])=O,4.1,5.508999999999998
