Mol_No,SMILES,actual,predict
0,ClCC(Cl)(Cl)Cl,4.2,3.4069999999999965
5,CC(Cl)(Cl)C(Cl)Cl,3.3,2.7114999999999965
7,CC(Cl)=C(Cl)Cl,3.4,2.5919999999999983
9,FC(F)(Cl)C(F)(Cl)Cl,0.0,0.162
29,[nH]1ccnn1,15.0,10.663000000000016
33,Clc1ccc(Cl)c(Cl)c1,3.2,2.9934999999999974
62,OC(CCl)CCl,14.6,15.214000000000004
65,CC=CC=C,4.0,4.7979999999999965
69,OCCCCO,20.9,17.53650000000001
71,ClCCCCCl,2.8,2.549999999999999
77,CC12CCC(CC1)C(C)(C)O2,3.4,6.785999999999999
79,CC(=O)OC=CC=C,8.3,10.326500000000005
80,NC1(CC1)C(O)=O,13.6,13.977000000000007
82,CCOc1ccc(Br)cc1,5.3,4.531999999999999
84,CCCBr,4.8,3.6905
90,CCOC(Cl)=C,5.7,4.576075000000005
94,CC=CCCl,2.0,2.5714999999999986
97,CC(C)=CCl,4.2,5.6564999999999985
104,CCCCCCCCC=C,2.2,1.6894999999999956
118,CCC[N+]([O-])=O,5.5,4.5855
125,CCCS,5.7,6.0435000000000025
131,CC(C)CC(C)(C)C,0.0,2.7579999999999982
133,CC(C)(C)CO,13.5,14.157500000000022
137,CC1OC(=O)OC1C,3.1,4.972000000000007
144,Oc1c(Br)cc(Br)cc1Br,14.1,13.28450000000002
145,COc1c(Cl)cc(Cl)cc1Cl,7.0,6.2155000000000005
148,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,3.7,4.834
165,Fc1cccc(F)c1C#N,3.2,2.8495000000000004
172,CC(Br)=C,4.9,4.895500000000004
177,CC=CC,4.1,3.1234999999999924
181,OCC(Cl)=C,16.4,12.283874999999991
183,CC(C)(C)Cl,2.0,2.6659999999999986
196,OC(=O)C(Cl)=C,12.4,12.722500000000002
204,CCC(=C)C=C,3.8,4.317941666666672
212,COC1OCCO1,7.7,6.743
221,CC(=C)C(Cl)=O,7.3,5.773949999999997
223,CCC(C)(C)O,13.3,11.868500000000001
228,[O-][N+](=O)c1sccc1,8.2,5.471499999999997
235,CC(C)S,6.5,7.734000000000009
238,O=C1CCCN1,9.0,6.881500000000004
248,Cc1ccc(O)cc1C,13.4,13.618500000000017
249,Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,14.3,14.43250000000002
250,C=CC1CO1,7.4,6.593250000000005
251,Fc1cc(F)cc(c1)C#N,3.2,3.1035000000000004
254,BrCC#C,5.3,5.901999999999999
258,OCCCCl,14.7,17.34999999999998
259,CC(=C)CCl,2.0,2.858500000000001
261,ClCCC=O,8.2,6.758500000000003
266,OC1CCOC1,16.3,13.153000000000002
281,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,1.7,5.409499999999998
285,BrCCC=C,4.5,5.5965000000000025
302,IC[CH]=[C]=[CH2],6.2,5.179000000000001
305,CC1CCC(O)CC1,12.5,10.943125
307,C=CCCC=O,6.8,7.2205
310,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,17.7,13.636000000000003
312,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,10.6,13.636000000000003
314,Cc1c(Cl)cccc1[N+]([O-])=O,3.8,4.709999999999995
329,CC(C)=NO,10.9,6.329999999999997
334,CC(Cl)=O,5.8,5.614999999999992
339,NC(=O)C=C,12.8,11.493233333333324
346,CNCC(O)c1ccc(O)c(O)c1,19.9,15.590500000000006
347,CC(=O)OCC=C,8.0,7.441499999999996
350,OCC=C,16.8,15.816500000000019
357,C=CCOC=O,8.8,8.448000000000006
360,CC(C)OCC=C,7.1,4.835
365,C=CCCC#N,5.0,5.9254999999999995
373,COc1ccc(N)cc1,11.4,11.027499999999991
386,O=C(c1ccccc1)c2ccccc2,5.1,8.6875
388,ClC(Cl)(Cl)c1ccccc1,3.2,2.993999999999998
389,ClC(=O)c1ccccc1,4.5,7.5134999999999925
404,NC(=O)NC(N)=O,18.8,12.524000000000006
408,Brc1ccccc1,4.1,4.153500000000002
430,CCCC(O)=O,12.0,10.144500000000006
436,O=C1CCCCCO1,7.4,7.194000000000004
440,S=C=S,0.6,2.846000000000008
442,ClC(Cl)(Cl)Cl,0.0,1.6849999999999992
445,CCCCCCCCCCCCCCCCO,8.1,9.55199999999999
448,ClCC=O,9.0,7.041000000000002
449,OC(=O)CCl,12.3,12.756500000000008
450,ClC1=CC(=O)OC1=O,11.5,9.48350000000001
451,CC(=O)CCl,5.5,5.631999999999997
457,FC(F)Cl,5.7,4.187000000000003
460,[O-][N+](=O)CCl,5.5,5.525
464,OCC=Cc1ccccc1,13.0,14.301999999999989
471,C/C=C/C(O)=O,12.0,11.38050000000003
