Mol_No,SMILES,actual,predict
4,ClC(Cl)C(Cl)Cl,5.3,4.3457084
11,CC(OCC=C)OCC=C,4.8,3.594727
15,CC(=O)C(Cl)Cl,5.4,7.2002273
18,CCC(Cl)Cl,3.5,3.960053
22,CC(F)F,2.9,4.73833
24,COC(C)OC,4.9,5.774795
28,[nH]1nnc2ccccc12,12.4,8.941207
41,CC(Cl)=CCl,2.9,2.7784894
42,FC(F)(Cl)C(F)(F)Cl,0.0,0.7051242
46,COc1ccccc1OC,9.4,6.7094088
52,C1OCOCO1,8.6,8.451336
57,Cl/C=C/C=C,2.0,2.6348653
61,Fc1c(Cl)cccc1Cl,2.7,2.507764
68,OCCCCO.OC(=O)C=C.OC(=O)C=C,4.2,13.23074
73,C1COCCO1,9.0,9.376102
74,C1COCCO1,7.8,9.376102
75,C1CSCCO1,7.7,9.209681
85,CCCCS,4.5,3.9130764
89,CCCCCCl,1.9,-0.94167674
93,CCC(Cl)[N+]([O-])=O,4.5,4.5583124
99,CCCCCl,2.0,2.5999372
102,CC=CCl,2.2,2.9349828
105,CCOC(C)OCC(C)O,6.0,11.960674
108,CCCCCC=C,2.6,2.449729
114,Cn1ccnc1,11.2,12.18439
116,COC(C)=C,5.6,6.6489406
117,Oc1cccc2ccccc12,12.3,14.805182
126,CCCO,17.4,11.921954
132,ClC1(Cl)CCCC(Cl)(Cl)C1=O,6.3,4.3380938
153,[O-][N+](=O)c1ccc(F)cc1F,3.7,4.098848
164,Oc1c(Cl)cccc1Cl,10.9,11.810792
167,Cc1cccc(C)c1O,12.9,13.448734
169,CC(=O)c1sccc1,9.3,7.5232654
173,CCC(C)Br,4.4,4.0755606
176,CCC(C)O,14.5,11.11875
179,COCC=CC,5.0,5.7775464
185,Cc1ccc(Cl)c(O)c1,13.1,10.3153515
188,CCC(C)Cl,2.0,3.4801488
193,CCSCCCl,6.1,3.2735047
195,ClC(=C)C=O,8.1,6.3739076
203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,6.8,3.9993935
214,CC1CCCCC1O,12.5,10.518361
217,CC1CCCO1,4.3,7.2162848
222,CCCC(C)CO,13.5,12.785419
234,CC1=CCC2CC1C2(C)C,3.1,7.688933
236,CC(C)O,16.4,14.204429
257,OCC=CCl,16.5,14.758715
264,CCOCCC=O,7.4,11.017542
267,COC(C)CCO,13.6,13.040701
268,COC(C)CCOC(C)=O,8.1,9.338122
271,CC=CCO,15.5,16.043457
272,CC1CCCC(O)C1,12.5,6.0259533
278,COC(C)(C)CCOC(C)=O,7.7,4.337173
284,BrC[CH]=[C]=[CH2],4.7,5.1708694
300,Oc1ccc(C=O)cc1,14.5,15.121299
324,CC(C)=O,7.0,7.437679
326,CON=C(C)C,4.6,10.726877
335,C#C.C#C,11.9,6.4827056
338,C=CC=O,8.6,9.426572
340,OC(=O)C=C,10.0,10.555661
349,CC(=O)CC(=O)OCC=C,8.6,7.5720673
356,FCC=C,1.0,3.3344226
366,Cc1ccc(F)c(F)c1F,0.0,2.5355692
368,CC(N)Cc1ccccc1,6.3,5.09496
369,CCCCCOC(C)=O,6.1,6.4788713
375,OCC(O)C1OC(=C(O)C1=O)O,25.5,17.793297
383,OC(=O)c1ccccc1,10.8,8.149014
393,O=C(OCc1ccccc1)c2ccccc2,5.2,5.7303658
