Mol_No,SMILES,actual,predict
10,COC(CC(OC)OC)OC,6.8,6.2008615
23,FC(F)=C,3.6,1.1592679
31,ClCC(Cl)CCl,3.4,4.584533
44,CCc1ccccc1CC,1.0,3.5535777
49,SCCS,8.7,10.668651
51,[CH2]=[C]=[CH2],6.8,5.6122885
54,FC(F)(F)c1cccc(c1)C(F)(F)F,0.0,1.2638379
56,Cl\C=C(/Cl)C=C,2.8,3.249868
58,CC(O)CCO,20.9,17.786547
59,ClCCCCl,3.0,3.1565099
70,ClCC=CCCl,2.0,4.0938377
81,CC=CBr,5.0,4.367239
86,CCCCO,15.8,11.823427
88,CCC=COC,5.2,5.4176974
96,CCc1ccccc1Cl,2.2,3.6333952
101,Clc1cccc2ccccc12,2.5,2.5756328
107,CCCCCCCO,11.7,11.804867
109,CCCCCCO,12.5,11.804867
113,CC1(O)CCCCC1,12.0,8.958606
128,S1C=CSC1=C2SC=CS2,8.4,5.905453
140,[O-][N+](=O)c1cccc(Cl)c1Cl,4.4,6.973696
155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,4.9,4.354543
156,FC(F)(F)c1cc(Cl)ccc1Cl,2.4,-0.4906131
158,CCOC1CCC(OCC)O1,7.3,4.466984
163,COc1c(Cl)cccc1Cl,6.5,6.1529727
168,CCN(CC)CCO,12.0,14.210847
170,Nc1ccccn1,12.2,13.658338
174,CC(C)Br,4.7,5.6939697
192,CCOCCCl,4.6,4.6274285
198,OC1CCC=C1,15.6,12.169778
199,CCCCCCCCC(C)O,10.0,10.292813
208,CCCCC(CC)CN,6.1,7.641918
209,N#Cc1occc1,8.2,6.5322165
210,CCCCCC(C)O,11.7,11.080649
218,CC1OCCO1,5.8,5.8638616
220,CCC(C)=C,1.3,2.9799864
231,CCCC(C)O,13.3,20.18106
233,OCCc1ccccc1,11.2,13.3700075
240,CCSC,5.3,3.0141392
243,ClC(Cl)(Cl)C=C,3.4,6.8776174
244,FC(F)(F)c1ccc(Cl)c(Cl)c1,2.4,0.61272943
260,ClCc1cccc(Cl)c1,2.6,4.182036
265,CCCCC(O)CC,11.7,10.839724
270,COCCC#N,7.8,6.2997284
274,Cc1ccon1,11.8,4.8714986
277,CC(C)C(C)O,13.4,14.486192
286,ClC[CH]=[C]=[CH2],6.7,3.2788393
289,Clc1ccc(C=O)cc1,5.6,7.5361214
294,CCOc1ccc(cc1)C(C)=O,6.4,6.123906
296,CCc1ccc(O)cc1,12.6,10.895353
298,[O-][N+](=O)c1cc(F)ccc1F,3.7,3.892772
306,Oc1ccc(cc1)[N+]([O-])=O,14.2,16.728598
308,C=Cc1ccncc1,6.8,9.991569
309,Oc1cc2[nH]ccc2cc1O,17.9,14.949725
321,CC(=O)Nc1ccccc1,13.5,8.321097
323,CC(=O)OC(C)=O,10.2,6.883996
327,CC#N,6.1,6.0783434
331,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,8.6,8.51253
