Mol_No,SMILES,actual,predict
1,CC(Cl)(Cl)Cl,4.3,5.4731617
13,BrC(Br)=C,4.8,7.63535
14,CC(Cl)(Cl)[N+]([O-])=O,12.1,9.348957
20,CCCC(OCC)OCC,4.9,3.8790076
21,CCOC(C)OCC,3.4,5.07741
34,C[CH]=[C]=[CH2],1.7,3.2162335
40,CC(Cl)CCl,7.1,6.9712095
64,C1COCO1,6.6,7.897294
87,CCC=C,1.3,4.878421
91,FC(Cl)=C,6.9,6.3604074
95,CCOc1ccccc1Cl,8.1,10.265525
98,CCOc1ccc(Cl)cc1,6.3,6.5696034
112,COc1ccccc1[N+]([O-])=O,12.7,12.35677
121,CCCCCCCCO,5.0,4.573863
122,CCCCCCC=C,1.0,1.6568516
123,CCCCCO,5.9,5.2064543
130,CC(C)C(O)C(C)(C)CO.CC(C)C(O)=O,6.1,4.5730243
134,[O-][N+](=O)c1ccc(F)c(F)c1F,7.7,11.340989
143,Sc1cc(Cl)c(Cl)cc1Cl,4.5,7.3209834
146,Oc1c(Cl)cc(Cl)cc1Cl,5.1,6.839874
147,[O-][N+](=O)c1ccc(Cl)c(F)c1Cl,7.2,12.692003
161,OCC1CCC(CO)O1,8.5,8.94743
166,COc1cccc(OC)c1O,7.6,6.2513814
186,NC(=O)CCl,12.4,14.150404
187,CC(=O)OC(OC(C)=O)C(Cl)=C,7.3,6.1263394
189,ClC1CCCCC1=O,13.0,11.052116
197,Clc1sccc1,6.2,6.2478085
200,CC\C(=C/C)C=O,8.0,12.086564
201,CCCCC(CC)COC(C)=O,2.9,4.494346
202,CCCCC(CC)COC(=O)C=C,4.3,4.6641335
205,CCC(CC)CO,4.3,6.9202113
206,CCC(=C)CC,1.7,4.8688912
216,Cc1cnccn1,12.3,9.80342
219,CCC(C)CO,5.1,6.9202113
230,NC(=O)CN1CCCC1=O,15.6,13.901152
241,Cc1ccccc1N,5.8,3.6315062
246,Clc1ccc(CC#N)cc1Cl,10.8,12.844489
252,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,12.9,10.770258
269,COC(C)(C)CCO,6.3,6.351512
276,CC(C)C=C,1.4,4.9372625
279,CCCCc1cccc(C)c1,0.1,0.8898115
288,COc1ccc(Cl)cc1,7.8,6.246506
293,Sc1ccc(Cl)cc1,8.6,5.812885
295,CCN1CCOCC1,5.0,11.034458
315,O=C1c2ccccc2C(=O)c3ccccc13,7.6,13.596705
317,CC(=C)c1ccccc1,2.4,4.1025248
325,CC(C)(O)C#N,12.2,11.85682
330,CC(=O)Oc1ccccc1C(O)=O,6.9,5.687246
337,c1ccc2nc3ccccc3cc2c1,5.9,16.60572
343,Nc1ncnc2nc[nH]c12,16.0,12.448021
345,OCC(O)C(O)C(O)CO,12.0,8.671514
348,OC(=O)CCC=C,4.7,8.50068
378,O=Cc1ccccc1,7.4,8.947612
379,NC(=O)c1ccccc1,14.7,14.656058
384,OC(c1ccccc1)C(=O)c2ccccc2,9.7,6.291637
385,N#Cc1ccccc1,12.0,13.095016
387,s1cnc2ccccc12,5.2,9.87572
391,OCc1ccccc1,6.3,6.820073
392,NCc1ccccc1,4.6,4.6909785
397,CC(=C)C(=O)OCc1ccccc1,4.1,5.7266693
400,ClCOCCl,8.2,7.019722
401,O(c1ccccc1)c2cccc(Oc3cccc(Oc4ccccc4)c3)c2,3.1,8.504293
402,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,5.9,6.4905186
406,[Br],14.9,5.7657847
418,CC(=O)C(C)=O,5.1,10.023355
441,ClC(Cl)(Cl)Cl,0.0,5.648718
455,Clc1ccccc1,4.3,5.260757
459,CSCCl,6.4,7.019722
463,FC(F)=C(F)Cl,6.3,6.259691
466,C1CC[C@@H]2CCCC[C@@H]2C1,0.0,2.3984797
474,N#CC#N,11.8,15.856467
484,OC1CCCCC1,4.1,5.059924
488,C1CCC(CC1)c2ccccc2,0.0,1.6471896
492,C1C=CC=C1,1.9,4.712057
502,CC(=C)C1CCC(=CC1)C,1.8,2.2870739
508,CC(CCl)OC(C)CCl,8.2,6.9712095
510,ClCCOCCCl,9.0,7.653959
520,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,7.2,6.2800317
524,CC(C)O[P](F)(=O)OC(C)C,10.2,10.055929
540,CCCCNCCCC,3.0,2.16066
550,COC(Cl)Cl,12.9,5.9505258
556,CCOCC,2.9,5.3909206
562,CCOC(=O)CCC(=O)OCC,6.8,7.1423554
563,CCO[S](=O)(=O)OCC,12.7,11.318716
564,CCSCC,3.1,5.3909206
565,CCSSCC,6.7,5.3909206
577,CCCOCCOCCO,7.2,6.915468
592,CNC,4.8,7.8030243
600,CC(C)=C=O,7.4,10.137539
608,C[S](C)(=O)=O,19.4,13.211236
609,C[S](C)=O,16.4,11.3391485
612,c1ccc(cc1)C#Cc2ccccc2,2.0,3.2357466
628,CCCCCCCCCCCCO,4.0,4.344454
633,O=C1CCCCCN1,13.8,17.111296
640,CCOC(C)=O,5.3,6.0408626
642,CCC#C,3.4,5.015502
643,CCOC(=O)C=C,7.1,6.3866835
646,CCc1ccccc1,0.6,0.52064985
647,CCOC(=O)c1ccccc1,6.2,6.512291
648,CCBr,8.4,6.531764
649,CCCCOCC,3.9,3.5415123
660,CCOC#C,7.9,5.444685
664,CCI,7.0,5.3909206
682,ClCCCl,7.4,7.5192747
684,OCCO,11.0,8.720026
687,CCCCOC.OCCO,5.2,5.55055
699,CC(C)(C)OCCO,6.1,4.15757
700,CCCCOCCO,5.1,5.7092257
703,CC(C)COCCO,4.9,5.3128495
710,C1CS1,9.0,6.205867
711,NCCN,8.8,6.737081
720,Fc1ccccc1,6.1,4.892064
726,OC=O,10.0,11.201223
730,O=Cc1occc1,14.9,13.665591
744,CCCCCCC,0.0,2.045213
749,OC(F)(C(F)F)C(F)(F)F,4.5,5.510441
750,FC(F)=C(F)C(F)=C(F)F,0.0,5.3635044
753,Cc1c(C)c(C)c(C)c(C)c1C,1.6,5.182277
765,S,6.0,5.7657847
768,[nH]1ccc2ccccc12,7.5,6.3914175
771,IC(=C)C=C,2.5,6.74439
772,CC(C)CCOC(C)=O,3.1,2.9521592
777,CC(C)CO,5.7,5.0160766
778,CC(C)COC=O,6.5,6.5002146
781,CC(C)=C,2.0,4.9762454
793,CC(C)OC(C)C,3.2,5.7172723
796,CC(C)CC(O)=O,4.1,5.467739
797,o1cccn1,13.4,9.876263
806,Nc1cccc(Cl)c1,7.3,6.742348
807,Cc1cccc(O)c1,6.5,6.2534533
817,CC(=C)C(O)=O,2.8,9.112592
821,CO,5.0,8.279527
833,CBr,8.8,6.4749537
837,COC(=O)CC#N,14.9,13.346213
838,CC1CCCCC1,0.0,-0.83486253
842,CC\C(C)=N\O,4.9,11.013959
856,COC(=O)C(C)=C,6.5,7.782364
858,CCCC(C)=O,7.6,7.8557463
862,C[S](=O)(=O)c1ccccc1,16.9,11.881042
865,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,12.0,13.4315405
872,CSC=C,4.9,4.985775
873,C[S](=O)(=O)C=C,19.6,12.194545
880,ICI,3.9,5.7657847
885,ClCNCCl,7.5,7.019722
893,CC(=O)N1CCCC1=O,13.1,9.913866
899,CCCCN,4.5,4.205874
908,CN(C)Cl,7.8,7.637934
930,[O-][N+](=O)c1ccccc1,10.6,9.326874
931,CC[N+]([O-])=O,15.5,12.22052
933,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,13.0,13.5177145
937,CCCCCCCCCc1ccccc1O,4.1,3.9726088
953,CCCCCCCCCCCCCCCCCC,0.0,0.5689793
956,CCCCCCCC(O)=O,3.3,4.409409
957,CCCCCCCCOC(C)=O,2.9,2.0756958
959,CCCCCCCC\C=C/CCCCCCCCO,2.6,3.0036466
962,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,2.4,1.7552282
964,ClC(=O)C(Cl)=O,3.8,10.565939
974,[O-][N+](=O)c1ccc(Cl)cc1,8.9,9.517807
977,OC\C=C\c1ccc(O)cc1,7.0,7.5362673
983,Cc1ccc(cc1)[N+]([O-])=O,11.0,11.394522
997,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,5.8602514
1014,C1CCNCC1,4.5,4.5419927
1017,O=CC#C,11.9,9.908026
1018,CCC=O,11.1,10.795841
1019,O=CC1CO1,13.4,15.965442
1022,CCC(=O)OC(=O)CC,9.0,7.784616
1023,CCC#N,14.3,13.934267
1027,CCCOC=O,7.1,8.257405
1030,CC1COC(=O)O1,18.0,15.70723
1040,COCC(C)OC(C)=O,5.6,5.005202
1046,C[C@@H]1CCC(=C(C)C)C(=O)C1,8.9,11.7431555
1053,[nH]1cccc1,11.0,5.8071795
1058,O=C1N[S](=O)(=O)c2ccccc12,12.5,10.957208
1065,Cc1c[nH]c2ccccc12,7.1,6.0412874
1066,NCCCCNCCCN,11.2,6.304257
1067,CCCCCCCCCCCCCCCCCC(O)=O,3.3,6.9618793
1073,Nc1ccc(cc1)[S](N)(=O)=O,19.5,15.923091
1075,N#CSC#N,13.5,15.629465
1078,CC(=O)OC(C)(C)C,3.7,5.685802
1082,ClC(Cl)=C(Cl)Cl,5.7,7.742273
1084,C1CCOC1,5.7,6.192392
1086,C1CCc2ccccc2C1,2.0,3.8778498
1088,C1CCSCC1,6.3,3.5307596
1091,CN(C)C(=O)N(C)C,8.2,10.023355
1096,SC#N,8.9,16.20876
1097,OCCSCCO,8.8,8.720026
1106,Cc1ccccc1,1.4,4.892064
1111,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,2.5,2.2571647
1116,ClC(Cl)(Cl)C#N,7.4,10.590045
1125,CCCCCCCCCCCCCO,3.1,4.2339597
1126,OCCN(CCO)CCO,7.6,8.108984
1128,CCN(CC)CC,0.4,5.3725095
1132,CCO[P](=O)(OCC)OCC,11.4,8.515993
1157,CCCCOC=C,4.1,3.0290124
1158,CCCCSC=C,5.0,1.7693704
1161,ClC=C,6.5,6.4485164
1170,CCC(=O)OC=C,8.0,5.9539685
