Mol_No,SMILES,actual,predict
8,ClCC(Cl)Cl,6.8,4.287657
16,CC(Cl)Cl,3.0,3.466986
17,ClC(Cl)=C,2.4,4.0876927
19,CC=C(Cl)Cl,2.9,5.0604296
26,Cc1ccc(C)c(C)c1C,0.5,1.8547369
32,Clc1cc(Cl)c(Cl)cc1Cl,3.4,4.1133823
35,Cl\C=C\Br,2.3,2.9410555
36,OC1CCCCC1O,18.3,11.88999
37,O=C1CCCCC1=O,8.0,5.4556327
38,BrC=CBr,3.0,5.804792
45,Oc1ccccc1O,21.8,14.54081
48,C=C1CO1,6.7,7.3805304
50,C1Oc2ccccc2O1,5.9,6.985806
53,Oc1cccc(O)c1,20.3,16.640322
103,CCCCCCCCCCO,10.5,9.542885
111,COC=CC=C,5.4,6.4586124
115,Cc1cccc2ccccc12,4.7,3.5753448
119,CCCCCCCCCO,11.0,9.686106
124,CCCC=C,3.8,4.1566606
127,CCCCCCCCCCCCC=C,1.9,0.9128776
142,ClCC(Cl)=C,3.0,3.7521696
149,Nc1ccc(Cl)cc1Cl,10.0,9.248538
150,Clc1ccc(C=O)c(Cl)c1,5.4,5.193474
151,[O-][N+](=O)c1ccc(Cl)cc1Cl,4.2,3.9490108
152,Oc1ccc(Cl)cc1Cl,13.1,8.956964
154,Cc1ccc(N)c(C)c1,8.7,10.603028
157,Oc1cc(Cl)ccc1Cl,12.1,8.956964
159,COC1CCC(OC)O1,8.2,6.938145
160,Cc1[nH]c(C)cc1,6.8,8.3784895
162,Cn1cnc2nc(Cl)nc(Cl)c12,14.2,14.389803
171,OCC(Br)=C,16.2,16.82581
175,Brc1sccc1,4.6,6.830372
180,N#CC#CC#N,8.0,4.251409
190,CC(=O)OCCCl,8.8,7.088367
191,ClCCc1ccccc1,2.2,2.459837
194,Oc1ccccc1Cl,13.9,9.996681
207,CCCCC(CC)CO,11.8,14.036806
225,Cc1occc1,7.4,5.922853
226,CC(CO)[N+]([O-])=O,15.4,14.429467
229,CCCCCCC(C)O,11.0,11.191825
232,OCCOc1ccccc1,14.3,14.111571
245,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,4.1,2.5264733
253,C=CCN=[N+]=[N-],13.4,8.44736
255,C=CCC#N,5.6,6.062148
262,ClCCC#N,6.1,5.589664
263,ClCC#C,2.3,5.047463
282,CC(=O)c1ccc(cc1)C(F)(F)F,3.5,3.9727483
283,Nc1ccncc1,12.9,10.722761
287,Cc1ccc(Cl)cc1[N+]([O-])=O,3.8,4.4298897
297,CCC1COC(=O)O1,3.0,4.8163567
301,OC(=O)C=Cc1ccc(O)cc1,15.9,14.324545
303,COc1ccc(cc1)C(C)=O,7.0,6.7333827
304,COc1ccc(cc1)C#N,5.4,7.086921
313,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,4.9,1.9195596
320,CC(N)=O,19.3,13.064597
322,CC(O)=O,13.5,10.592359
341,C=CC#N,6.8,6.2105374
353,ClCC=C,2.3,3.581949
364,COCC=C,5.9,6.5641413
372,COc1ccc(C=O)cc1,8.3,6.8333955
374,COc1ccccc1,6.9,5.52271
399,c1ccc(cc1)c2ccccc2,2.0,4.5586576
403,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,16.3,13.675486
407,BrC#C,5.6,2.7883837
414,ClC(Cl)(Cl)Br,6.0,2.1881106
419,CCCC,0.0,4.7638597
421,CCCCOC(=O)c1ccccc1,5.5,4.2377567
437,[nH]1c2ccccc2c3ccccc13,6.2,6.1893506
443,O=C(C#N)C#N,8.0,9.653226
452,ClCC#N,2.0,5.589664
469,O=C1Oc2ccccc2C=C1,6.7,5.8644795
470,C/C=C/C=O,7.4,8.233829
472,O=C1OCC=C1,9.6,10.774634
476,ClC#N,0.0,5.589664
480,C1CCCCCC1,1.9,2.0135694
489,NC1CCCCC1,6.5,9.02517
496,COC1CCCC1,4.3,5.0573797
503,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,3.1,2.3506792
505,CCCCCCCCCC,0.0,1.1030258
509,ClCCOCOCCCl,7.1,6.697524
511,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,9.0,6.5233994
515,CCCCC(CC)COCC(CC)CCCC,2.5,2.998273
517,CC(C)CC(=O)CC(C)C,4.1,7.694253
537,C(OCc1ccccc1)c2ccccc2,5.2,4.1212025
546,OC(=O)C(Cl)Cl,12.2,10.0521345
569,CCOCCOCCOCC,5.6,4.804677
571,CCCCCCOCCOCCO,10.0,10.533023
574,CCOCCOCCO,12.2,12.707215
579,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,3.1,11.811949
586,C=C1CC(=O)O1,7.8,9.453426
606,CO[S](=O)(=O)OC,7.0,6.9068193
610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,5.1,5.060298
623,CCCOC(C)COC(C)CO,11.0,10.393991
