Mol_No,SMILES,actual,predict
10,COC(CC(OC)OC)OC,7.1,5.5275393
23,FC(F)=C,5.7,4.8317423
31,ClCC(Cl)CCl,12.3,6.8106256
44,CCc1ccccc1CC,0.1,10.421125
49,SCCS,7.2,7.0521965
51,[CH2]=[C]=[CH2],3.0,3.980822
54,FC(F)(F)c1cccc(c1)C(F)(F)F,6.8,2.794475
56,Cl\C=C(/Cl)C=C,10.7,6.943239
58,CC(O)CCO,8.1,7.9170527
59,ClCCCCl,8.2,7.4040666
70,ClCC=CCCl,7.6,7.4040666
81,CC=CBr,6.4,5.5605273
86,CCCCO,5.7,4.696627
88,CCC=COC,5.3,5.4851174
96,CCc1ccccc1Cl,4.9,10.934517
101,Clc1cccc2ccccc12,4.9,5.6152844
107,CCCCCCCO,5.3,3.9573467
109,CCCCCCO,5.8,4.215027
113,CC1(O)CCCCC1,4.0,4.5635924
128,S1C=CSC1=C2SC=CS2,8.2,4.9479795
140,[O-][N+](=O)c1cccc(Cl)c1Cl,12.6,10.400125
155,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,13.1,10.225355
156,FC(F)(F)c1cc(Cl)ccc1Cl,4.7,3.0983434
158,CCOC1CCC(OCC)O1,6.4,6.4909434
163,COc1c(Cl)cccc1Cl,8.4,2.029392
168,CCN(CC)CCO,5.8,7.498683
170,Nc1ccccn1,8.1,17.05233
174,CC(C)Br,8.3,6.7241225
192,CCOCCCl,7.9,7.1539116
198,OC1CCC=C1,7.6,6.449005
199,CCCCCCCCC(C)O,3.9,4.4014473
208,CCCCC(CC)CN,4.2,3.4174051
209,N#Cc1occc1,15.0,11.157442
210,CCCCCC(C)O,5.4,5.0762014
218,CC1OCCO1,4.8,6.810824
220,CCC(C)=C,1.8,3.6356306
231,CCCC(C)O,6.4,5.6997104
233,OCCc1ccccc1,5.6,5.336482
240,CCSC,5.9,5.3267446
243,ClC(Cl)(Cl)C=C,15.5,3.7269943
244,FC(F)(F)c1ccc(Cl)c(Cl)c1,4.7,3.221885
260,ClCc1cccc(Cl)c1,9.3,10.478802
265,CCCCC(O)CC,5.4,5.7054744
270,COCCC#N,14.4,13.802024
274,Cc1ccon1,14.8,5.1077065
277,CC(C)C(C)O,5.2,6.382075
286,ClC[CH]=[C]=[CH2],8.0,6.0229745
289,Clc1ccc(C=O)cc1,7.2,11.474199
294,CCOc1ccc(cc1)C(C)=O,10.3,7.5503354
296,CCc1ccc(O)cc1,5.2,3.4094517
298,[O-][N+](=O)c1cc(F)ccc1F,7.2,10.721843
306,Oc1ccc(cc1)[N+]([O-])=O,14.5,10.805368
308,C=Cc1ccncc1,7.2,9.006606
309,Oc1cc2[nH]ccc2cc1O,8.8,8.840781
321,CC(=O)Nc1ccccc1,14.4,8.203145
323,CC(=O)OC(C)=O,11.7,6.0909925
327,CC#N,18.0,14.723071
331,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,3.5,5.053222
332,CC(=O)CC(C)=O,10.0,9.371015
342,ClC(=O)C=C,11.6,8.529222
344,OC(=O)CCCCC(O)=O,10.0,6.982427
352,BrCC=C,7.3,6.0454183
361,C=CCN=C=S,11.3,14.181642
376,CCN=[N+]=[N-],8.9,9.714208
