Mol_No,SMILES,actual,predict
0,ClCC(Cl)(Cl)Cl,4.4,5.4387913
5,CC(Cl)(Cl)C(Cl)Cl,6.7,4.6880484
7,CC(Cl)=C(Cl)Cl,15.7,6.877897
9,FC(F)(Cl)C(F)(Cl)Cl,1.6,5.534767
29,[nH]1ccnn1,8.8,12.112809
33,Clc1ccc(Cl)c(Cl)c1,4.2,6.3603697
62,OC(CCl)CCl,9.9,7.6173587
65,CC=CC=C,2.5,4.8942122
69,OCCCCO,11.0,8.195591
71,ClCCCCCl,7.7,7.2603626
77,CC12CCC(CC1)C(C)(C)O2,4.6,5.420717
79,CC(=O)OC=CC=C,4.4,8.45991
80,NC1(CC1)C(O)=O,6.3,11.62553
82,CCOc1ccc(Br)cc1,7.7,5.3285103
84,CCCBr,7.9,4.3728247
90,CCOC(Cl)=C,6.5,13.271198
94,CC=CCCl,7.7,4.7077208
97,CC(C)=CCl,7.1,7.8003626
104,CCCCCCCCC=C,1.0,0.13939361
118,CCC[N+]([O-])=O,12.3,11.492995
125,CCCS,5.8,4.9454136
131,CC(C)CC(C)(C)C,0.0,4.208242
133,CC(C)(C)CO,6.5,6.6755652
137,CC1OC(=O)OC1C,16.8,12.156253
144,Oc1c(Br)cc(Br)cc1Br,10.2,4.2360463
145,COc1c(Cl)cc(Cl)cc1Cl,3.9,5.5391135
148,[O-][N+](=O)c1cc(c(Cl)cc1Cl)C(F)(F)F,7.6,7.920699
165,Fc1cccc(F)c1C#N,11.2,16.431498
172,CC(Br)=C,6.0,4.982504
177,CC=CC,1.3,3.2623188
181,OCC(Cl)=C,10.2,8.087278
183,CC(C)(C)Cl,7.6,5.5037236
196,OC(=O)C(Cl)=C,9.4,6.596841
204,CCC(=C)C=C,1.6,4.586376
212,COC1OCCO1,8.4,5.741073
221,CC(=C)C(Cl)=O,10.6,9.812562
223,CCC(C)(C)O,6.1,6.4975243
228,[O-][N+](=O)c1sccc1,16.2,11.137217
235,CC(C)S,6.8,2.6018662
238,O=C1CCCN1,12.0,14.088469
248,Cc1ccc(O)cc1C,6.0,3.8199823
249,Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,12.8,10.172242
250,C=CC1CO1,7.7,6.4711313
251,Fc1cc(F)cc(c1)C#N,11.2,12.691761
254,BrCC#C,6.5,6.576894
258,OCCCCl,5.7,8.765912
259,CC(=C)CCl,5.6,6.6314993
261,ClCCC=O,13.3,10.968778
266,OC1CCOC1,9.4,8.983519
281,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,4.1,11.997844
285,BrCCC=C,6.0,6.5198755
302,IC[CH]=[C]=[CH2],6.3,7.372198
305,CC1CCC(O)CC1,6.3,5.300412
307,C=CCCC=O,8.1,10.3573675
310,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,8.1,10.336152
312,OC(=O)c1[nH]c2cc(O)c(O)cc2c1,8.3,10.336152
314,Cc1c(Cl)cccc1[N+]([O-])=O,9.6,8.761524
329,CC(C)=NO,3.7,5.8448915
334,CC(Cl)=O,11.2,9.855206
339,NC(=O)C=C,12.1,14.408092
346,CNCC(O)c1ccc(O)c(O)c1,8.7,7.5416536
347,CC(=O)OCC=C,4.5,8.439144
350,OCC=C,10.8,7.9627757
357,C=CCOC=O,5.4,9.447437
360,CC(C)OCC=C,4.1,5.294883
365,C=CCCC#N,11.2,14.570043
373,COc1ccc(N)cc1,5.4,7.2067795
386,O=C(c1ccccc1)c2ccccc2,7.2,7.728623
388,ClC(Cl)(Cl)c1ccccc1,3.2,7.2675014
389,ClC(=O)c1ccccc1,6.8,7.923622
404,NC(=O)NC(N)=O,14.6,14.35251
408,Brc1ccccc1,5.5,4.2850776
430,CCCC(O)=O,4.8,7.157068
436,O=C1CCCCCO1,15.0,16.402586
440,S=C=S,5.8,2.876004
442,ClC(Cl)(Cl)Cl,8.3,4.1518006
445,CCCCCCCCCCCCCCCCO,3.7,3.700232
448,ClCC=O,14.0,10.725163
449,OC(=O)CCl,10.4,8.905953
450,ClC1=CC(=O)OC1=O,17.3,14.88177
451,CC(=O)CCl,9.6,8.825598
457,FC(F)Cl,6.3,6.1524215
460,[O-][N+](=O)CCl,13.5,12.363985
464,OCC=Cc1ccccc1,6.0,5.7254066
471,C/C=C/C(O)=O,8.7,6.3958864
475,BrC#N,15.2,15.8103
482,C1CCCCC1,0.0,1.314738
485,O=C1CCCCC1,8.4,9.309617
501,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,10.3,10.800011
504,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.3,3.2421947
507,Cc1ccc(cc1)[S](=O)c2ccc(C)cc2,11.4,11.972243
525,CC(C)[S](=O)C(C)C,11.5,12.436477
527,CCCC[S](=O)CCCC,10.5,10.026095
530,CCC[S](=O)CCC,13.0,10.481598
531,CCC(C)OC(C)CC,3.5,5.8099294
533,C=CCNCC=C,4.5,5.64769
538,O=C(CCCCCCCCC(=O)OCc1ccccc1)OCc2ccccc2,2.2,4.8624587
539,BrCBr,6.4,6.494732
542,CCCCOC(=O)\C=C/C(=O)OCCCC,6.1,3.3251827
543,CCCCOC(=O)c1ccccc1C(=O)OCCCC,8.6,8.025251
560,CCOC(=O)C(=O)OCC,8.0,7.527791
561,CCOC(=O)c1ccccc1C(=O)OCC,9.6,6.9377227
566,OCCOCCO,12.0,8.304988
573,CCCCOCCOCCO,7.0,6.127416
581,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,7.6,5.9251857
582,SS,6.3,5.8659897
588,CO[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC,7.1,2.938888
589,COC(=O)CCC(C)C(=O)OC,8.7,7.557711
593,COC(=O)OC,8.6,7.6871743
597,COC,6.1,5.611488
602,CO[P](C)(=O)OC,13.1,10.813787
617,C(c1ccccc1)c2ccccc2,1.0,6.234933
620,CC(O)COC(C)CO,10.6,6.593282
622,CCCCOC(C)COC(C)CO,6.5,4.506213
627,CCCCCCCCCCCC,0.0,0.4947823
637,CCO,8.8,6.7435255
650,CCCCC(=O)CC,5.0,6.610052
662,CCOC=O,8.4,9.508439
666,CCOC(C)=C,3.5,4.990993
668,CCOC(=O)C(C)O,7.6,5.796587
669,CCOC(=O)C(C)=C,7.2,7.026409
683,[O-][N+](=O)OCCO[N+]([O-])=O,18.0,12.193058
693,COC(C)(C)C.OCCO,5.1,6.6755652
694,CCCCCCOCC.OCCO,4.1,5.0869083
702,CCOCCOC(C)=O,4.7,6.5445476
705,COCCO,8.2,7.1884365
723,FC(=C)C=C,5.8,4.9645486
729,o1cccc1,1.8,6.180571
736,CC(O)=O.CC(O)=O.OCC(O)CO,8.9,14.130223
738,CC(=O)OCC(COC(C)=O)OC(C)=O,4.5,5.0081964
741,OCC1CO1,9.0,9.203199
745,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0,7.072659
747,ClC(Cl)(Cl)C(Cl)(Cl)Cl,2.0,5.0990033
754,C1N2CN3CN1CN(C2)C3,7.0,5.611488
757,CCCCCC,0.0,2.155034
761,CC(O)=O.CC(O)=O.OCCCCCCO,4.5,7.8032
763,C#N,17.6,14.619501
767,C1C=Cc2ccccc12,2.6,4.343634
787,CC1=CC(=O)CC(C)(C)C1,8.0,11.541261
789,CC(C)OC(C)=O,4.5,4.606182
790,CC(C)N,4.4,7.4139132
798,C=C=O,7.3,9.092856
808,Clc1cccc(Cl)c1,5.1,6.3603697
813,CC(C)=CC(C)=O,7.2,11.614649
814,Cc1cc(C)cc(C)c1,0.6,5.293177
815,CC(=C)C=O,10.3,10.969699
