Mol_No,SMILES,actual,predict
2,CC(F)(F)F,0.0,0.7451717
3,BrC(Br)C(Br)Br,8.2,5.92671
6,BrC=C(Br)Br,8.0,10.19788
12,CC(Br)Br,8.8,4.957035
25,CN(C)N,11.0,13.486205
27,Cc1cc(C)c(C)c(C)c1,0.5,1.1952629
30,ClCC(Cl)=CCl,3.4,3.3956578
39,ClC=CCl,3.2,3.5591376
43,CCOC(Cl)=CCl,6.0,5.4073052
47,[O-][N+](=O)c1ccccc1[N+]([O-])=O,3.9,5.536781
55,C=CC=C,5.6,5.2506657
60,CC(Cl)=CCCl,2.7,3.152816
63,COCCC(C)OC,5.2,5.6092963
66,O=[S]1(=O)CCCO1,9.0,7.726474
67,OCCCO,23.2,18.292427
72,Oc1ccc(O)cc1,27.2,14.977636
76,ClCCCCCCl,1.5,2.9031382
78,OCCCCCCCCCO,15.1,17.519253
83,Brc1cccc2ccccc12,4.1,10.226175
92,CC(Cl)[N+]([O-])=O,4.7,4.534454
100,CCCCCCCl,1.7,1.3948089
106,CCOC(=C)CC,4.6,8.2010145
110,CCCCC=C,3.0,3.9639738
120,CCCCCCCC=C,2.2,2.5119462
129,OCC(F)(F)F,16.4,16.244995
135,o1ccc2ccccc12,5.7,6.727815
136,OC[CH]=[C]=[CH2],16.8,17.150772
138,BrCC(Br)=C,6.4,7.931023
139,ClC(=C)C(Cl)=C,2.8,6.604027
141,OCC(Cl)CCl,14.6,25.963308
178,CC=CC,2.9,4.6703167
182,CC(Cl)=C,2.2,4.1308007
184,Cc1ccc(N)c(Cl)c1,8.9,6.937492
211,COC1CCCCO1,6.0,2.6082027
213,C\C=C/C(O)=O,12.4,11.585602
215,CC1CCCCC1=O,4.7,3.647425
224,CC=C(C)C,2.9,7.676888
227,CC(C)[N+]([O-])=O,4.1,5.667892
237,OCC#C,18.8,15.731216
239,Cc1ccc(O)c(c1)C(C)(C)C,10.5,21.306911
242,Cc1ccccc1C=C,3.8,4.5451818
247,Cc1ccc(Cl)c(Cl)c1,2.5,3.0091994
256,CCCCOC(C)CCO,10.6,9.592261
273,CC1CCCC(=O)C1,4.7,5.238885
275,C[C](C)=[C]=[CH2],4.5,8.728301
280,Nc1cccc(c1)[N+]([O-])=O,10.6,10.91941
290,Clc1ccc(cc1)C#N,4.1,5.4838843
291,Clc1ccc(cc1)C(Cl)(Cl)Cl,3.5,3.0858104
292,OCc1ccc(Cl)cc1,13.0,15.78827
299,CCC(=O)c1ccc(F)cc1,3.5,4.5120153
311,O=C1C=C2NC=CC2=CC1=O,7.8,12.851596
316,O=C1C(=O)c2ccccc2c3ccccc13,4.8,3.8387702
318,CC=O,7.9,7.4384675
319,CC=NO,20.2,7.8000636
328,CC(=O)c1ccccc1,4.0,6.777235
333,CC(Br)=O,5.2,7.347639
336,CC(F)=O,5.7,6.5920663
351,NCC=C,10.6,12.662381
354,C=CCC#N,5.6,6.170558
355,CCOCC=C,5.1,6.747011
358,ICC=C,3.3,5.131033
359,C=CC[N+]#[C-],5.4,5.5542192
362,SCC=C,7.9,9.699346
363,CC(=C)C(=O)OCC=C,7.5,6.8630524
367,N,18.8,6.080288
370,COc1ccc(C=CC)cc1,6.0,5.323532
371,Nc1ccccc1,11.2,11.794304
380,c1ccccc1,2.0,7.056132
390,CC(=O)OCc1ccccc1,6.0,6.000225
405,ClB(Cl)Cl,0.0,4.126192
410,BrC=C,5.4,5.1025467
423,CCCCOC(C)=C,5.0,4.3838534
427,CCCCOC(=O)C1CC=CCC1C,5.7,4.674368
429,CCCC=O,6.2,6.9956565
432,CCCC#N,5.1,5.3931723
438,O=C=O,5.7,5.5173965
439,S=C=S,0.6,2.1242867
447,[Cl],0.0,3.3480163
453,ClCC(Cl)=O,5.5,6.6732707
458,ClC(Cl)Cl,5.7,4.126192
461,[O-][N+](=O)C(Cl)(Cl)Cl,7.0,5.1026826
462,ClC(=C)C=C,2.1,4.16387
477,O=C1CCC1,5.2,6.947897
478,O=C1CCCCCCCCC1,4.1,3.7909846
486,C1CCC=CC1,2.0,2.7597458
494,O=C1CCCC1,5.2,6.947897
506,CCCCOC(=O)/C=C/C(=O)OCCCC,6.7,6.8256416
513,COCCOCCOC,6.5,6.1229825
514,CCCCC(CC)CNCC(CC)CCCC,3.2,4.861323
523,CC(C)O[P](C)(=O)OC(C)C,5.7,7.4546924
532,CC(=O)CC(C)(C)O,10.8,10.86587
534,C=CCOCC=C,5.3,7.844423
535,C=[N+]=[N-],11.3,6.080288
