,0,1,2,3,4,5,6
0,2,2,2,CC(F)(F)F,2,14.6,13.146445
1,3,3,3,BrC(Br)C(Br)Br,3,21.0,17.509556
2,6,6,6,BrC=C(Br)Br,6,18.3,18.233
3,12,12,12,CC(Br)Br,12,18.5,14.397128
4,25,25,25,CN(C)N,25,15.3,15.637779
5,27,27,27,Cc1cc(C)c(C)c(C)c1,27,18.6,18.091656
6,30,30,30,ClCC(Cl)=CCl,30,17.8,17.639565
7,39,39,39,ClC=CCl,39,17.0,16.983444
8,43,43,43,CCOC(Cl)=CCl,43,16.9,16.603743
9,47,47,47,[O-][N+](=O)c1ccccc1[N+]([O-])=O,47,20.6,19.88656
10,55,55,55,C=CC=C,55,14.8,15.850322
11,60,60,60,CC(Cl)=CCCl,60,16.9,16.395763
12,63,63,63,COCCC(C)OC,63,15.6,15.274481
13,66,66,66,O=[S]1(=O)CCCO1,66,18.4,17.683077
14,67,67,67,OCCCO,67,16.8,16.837076
15,72,72,72,Oc1ccc(O)cc1,72,21.0,19.531862
16,76,76,76,ClCCCCCCl,76,18.0,17.31265
17,78,78,78,OCCCCCCCCCO,78,15.7,16.887466
18,83,83,83,Brc1cccc2ccccc12,83,20.6,20.999279
19,92,92,92,CC(Cl)[N+]([O-])=O,92,16.8,16.102411
20,100,100,100,CCCCCCCl,100,16.1,16.346012
21,106,106,106,CCOC(=C)CC,106,15.3,15.943014
22,110,110,110,CCCCC=C,110,14.7,15.13931
23,120,120,120,CCCCCCCC=C,120,15.4,15.810035
24,129,129,129,OCC(F)(F)F,129,15.4,14.419226
25,135,135,135,o1ccc2ccccc12,135,18.7,18.376057
26,136,136,136,OC[CH]=[C]=[CH2],136,16.2,16.114065
27,138,138,138,BrCC(Br)=C,138,17.7,17.416372
28,139,139,139,ClC(=C)C(Cl)=C,139,17.1,16.740248
29,141,141,141,OCC(Cl)CCl,141,17.5,17.795645
30,178,178,178,CC=CC,178,14.6,15.064982
31,182,182,182,CC(Cl)=C,182,15.5,16.409334
32,184,184,184,Cc1ccc(N)c(Cl)c1,184,19.7,19.647114
33,211,211,211,COC1CCCCO1,211,17.2,16.898243
34,213,213,213,C\C=C/C(O)=O,213,16.8,16.35834
35,215,215,215,CC1CCCCC1=O,215,17.6,17.746037
36,224,224,224,CC=C(C)C,224,14.7,15.640876
37,227,227,227,CC(C)[N+]([O-])=O,227,16.2,15.967526
38,237,237,237,OCC#C,237,16.1,15.322172
39,239,239,239,Cc1ccc(O)c(c1)C(C)(C)C,239,17.3,19.210155
40,242,242,242,Cc1ccccc1C=C,242,18.6,18.350975
41,247,247,247,Cc1ccc(Cl)c(Cl)c1,247,19.8,19.095835
42,256,256,256,CCCCOC(C)CCO,256,15.9,15.605031
43,273,273,273,CC1CCCC(=O)C1,273,17.7,17.50005
44,275,275,275,C[C](C)=[C]=[CH2],275,15.1,15.319918
45,280,280,280,Nc1cccc(c1)[N+]([O-])=O,280,21.4,19.912899
46,290,290,290,Clc1ccc(cc1)C#N,290,19.5,19.85057
47,291,291,291,Clc1ccc(cc1)C(Cl)(Cl)Cl,291,20.3,19.862396
48,292,292,292,OCc1ccc(Cl)cc1,292,19.6,18.067469
49,299,299,299,CCC(=O)c1ccc(F)cc1,299,19.6,17.595602
50,311,311,311,O=C1C=C2NC=CC2=CC1=O,311,19.5,19.805145
51,316,316,316,O=C1C(=O)c2ccccc2c3ccccc13,316,20.3,20.648643
52,318,318,318,CC=O,318,14.7,15.804256
53,319,319,319,CC=NO,319,16.3,15.638313
54,328,328,328,CC(=O)c1ccccc1,328,18.8,19.28113
55,333,333,333,CC(Br)=O,333,16.7,16.539785
56,336,336,336,CC(F)=O,336,14.7,14.572265
57,351,351,351,NCC=C,351,15.5,15.824964
58,354,354,354,C=CCC#N,354,16.0,16.187675
59,355,355,355,CCOCC=C,355,15.0,15.199562
60,358,358,358,ICC=C,358,18.3,17.383766
61,359,359,359,C=CC[N+]#[C-],359,16.1,15.648173
62,362,362,362,SCC=C,362,16.4,16.016571
63,363,363,363,CC(=C)C(=O)OCC=C,363,15.2,15.382723
64,367,367,367,N,367,13.7,16.563951
65,370,370,370,COc1ccc(C=CC)cc1,370,18.5,18.907856
66,371,371,371,Nc1ccccc1,371,20.1,19.7596
67,380,380,380,c1ccccc1,380,18.4,18.281061
68,390,390,390,CC(=O)OCc1ccccc1,390,18.3,18.266941
69,405,405,405,ClB(Cl)Cl,405,16.6,17.144073
70,410,410,410,BrC=C,410,15.9,17.189138
71,423,423,423,CCCCOC(C)=C,423,14.8,15.11109
72,427,427,427,CCCCOC(=O)C1CC=CCC1C,427,16.1,16.636686
73,429,429,429,CCCC=O,429,15.6,15.762172
74,432,432,432,CCCC#N,432,15.3,15.673224
75,438,438,438,O=C=O,438,15.7,16.444475
76,439,439,439,S=C=S,439,20.2,19.251324
77,447,447,447,[Cl],447,17.3,16.563951
78,453,453,453,ClCC(Cl)=O,453,17.5,17.410486
79,458,458,458,ClC(Cl)Cl,458,17.8,17.357624
80,461,461,461,[O-][N+](=O)C(Cl)(Cl)Cl,461,17.6,16.68417
81,462,462,462,ClC(=C)C=C,462,16.1,16.702288
82,477,477,477,O=C1CCC1,477,18.3,18.08828
83,478,478,478,O=C1CCCCCCCCC1,478,16.8,16.954525
84,486,486,486,C1CCC=CC1,486,17.2,16.02652
85,494,494,494,O=C1CCCC1,494,17.9,18.08828
86,506,506,506,CCCCOC(=O)/C=C/C(=O)OCCCC,506,16.7,16.16041
87,513,513,513,COCCOCCOC,513,15.7,15.916672
88,514,514,514,CCCCC(CC)CNCC(CC)CCCC,514,15.6,16.164831
89,523,523,523,CC(C)O[P](C)(=O)OC(C)C,523,16.4,16.205648
90,532,532,532,CC(=O)CC(C)(C)O,532,15.8,15.753517
91,534,534,534,C=CCOCC=C,534,15.3,15.981568
92,535,535,535,C=[N+]=[N-],535,14.7,15.932679
93,541,541,541,CCCCC(=O)CCCC,541,16.0,15.9349165
94,545,545,545,ClC(Cl)C=O,545,16.7,17.118057
