index,smiles,experimental,predicted,residual
13,Brc1cc(Br)c(Br)cc1Br,-6.98,-3.971724,-3.0082759666442875
14,Clc1cc(Cl)c(Cl)cc1Cl,-5.56,-4.3001103,-1.2598896598815914
20,Brc1ccccc1Br,-3.5,-2.4934871,-1.0065128803253174
21,BrCCBr,-1.68,-1.430069,-0.24993103027343744
27,CCc1ccccc1CC,-3.28,-2.4307275,-0.8492725181579588
34,Oc1cccc(O)c1,0.81,-1.6402881,2.4502881145477295
35,C=CC=C,-1.87,-1.3555304,-0.5144696187973024
40,Fc1cccc(F)c1,-2.0,-2.307664,0.3076639175415039
64,CCCCCBr,-3.08,-3.259634,0.17963401794433587
85,CCCCCCO,-1.24,-1.9445064,0.7045064067840576
87,CCCC(O)C=C,-0.59,-0.9944095,0.4044095015525818
91,Ic1cccc2ccccc12,-4.55,-4.1750712,-0.3749287605285643
95,Cc1cccc2ccccc12,-3.7,-3.5823538,-0.11764616966247576
98,Oc1cccc2ccccc12,-2.22,-2.5189126,0.29891255378723125
112,CCCC#C,-1.64,-1.7401772,0.10017715454101572
121,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,-6.613824,-0.6661761093139651
130,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,-6.7281275,-1.8318725204467778
134,CC(C)CC(C)(C)C,-4.74,-3.7356193,-1.0043806934356692
159,O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48,-3.7419221,0.26192214012146
161,CC(=C)C(=C)C,-2.4,-1.324161,-1.0758389472961425
166,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27,-6.301823,0.031823139190674254
187,Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,-2.5669847,-0.4330153465270996
189,c2c(C)cc1nc(C)ccc1c2 ,-1.94,-1.5284474,-0.4115526103973388
200,Clc1ccccc1c2ccccc2,-4.54,-4.969064,0.4290642356872558
201,CCC(C)Cl,-1.96,-2.24748,0.2874799156188965
205,Cc1ccccc1Cl,-3.52,-3.687478,0.16747806549072264
206,NC(N)=NC#N ,-0.31,0.6314781,-0.9414780712127686
216,CCCCCC(C)O,-1.55,-1.6345198,0.08451981544494624
224,COc2ncc1nccnc1n2,-1.11,-1.7196665,0.6096664810180663
230,CCCCC(C)(C)O,-1.08,-1.5785149,0.49851493358612053
232,CCC(O)C(C)C,-0.7,-0.28711063,-0.4128893733024597
233,Cc1ccc2cc3ccccc3cc2c1,-6.96,-6.095582,-0.8644179916381836
241,Cc1ccc2c(ccc3ccccc32)c1,-5.84,-6.005399,0.16539922714233413
242,Cc1ccccc1O,-0.62,-1.5644403,0.9444402503967285
252,CCCCCCC(C)O,-2.09,-2.5855515,0.4955515003204347
258,O=C1CCCN1,1.07,-2.2219334,3.2919333648681643
267,Cc1ccncc1C,0.36,-0.51834124,0.8783412432670593
