index,smiles,experimental,predicted,residual
1,CC(Cl)(Cl)Cl,-2.0,-2.3710227,0.37102270126342773
8,Clc1ccc(Cl)c(Cl)c1Cl,-4.57,-4.6910214,0.1210214424133298
16,c1(Br)c(Br)cc(Br)cc1,-4.5,-4.3396506,-0.16034936904907227
17,Clc1ccc(Cl)c(Cl)c1,-3.59,-4.1809163,0.5909163093566896
26,CCOCCOCC,-0.77,-0.75831497,-0.011685032844543475
32,Cc1cc(C)cc(C)c1,-3.4,-2.57614,-0.8238600730895995
36,Brc1cccc(Br)c1,-3.54,-4.1680684,0.6280684089660644
37,Clc1cccc(Cl)c1,-3.04,-3.3863072,0.34630723953247067
45,Brc1ccc(Br)cc1,-4.07,-3.669746,-0.40025407791137724
48,Fc1ccc(F)cc1,-1.97,-2.403393,0.433393030166626
52,Cc1cccc2c(C)cccc12,-4.679,-3.3449783,-1.334021667480469
53,C=CCCC=C,-2.68,-1.7122253,-0.9677746820449831
80,CCc1cccc2ccccc12,-4.17,-4.957858,0.7878580856323243
103,CCCCCCCC=C,-5.05,-4.987264,-0.06273584365844709
111,CCCC=C,-2.68,-1.7393287,-0.9406712579727174
115,CCCCCCCCCCCCCCO,-5.84,-7.7181215,1.8781215286254884
119,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15,-6.05524,-3.094759845733643
122,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,-7.3351107,-0.5848893356323241
123,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,-7.3246846,-1.615315380096435
127,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,-7.237617,-0.18238298416137688
129,CC(C)C(C)(C)C,-4.36,-3.9593184,-0.40068160057067903
143,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,-8.925552,1.1055523681640622
146,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,-6.965058,-0.8349421501159666
147,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,-5.557977,-2.3620228004455566
150,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,-3.1105394,0.010539436340331942
151,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,-6.234403,-0.05559686660766605
152,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.26,-6.234403,-0.025596866607665802
157,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,-1.9524747,-0.7175252866744994
160,Oc1cccc(Cl)c1Cl,-1.3,-1.9916862,0.6916862249374389
162,CC(C)C(C)C,-3.65,-3.103142,-0.5468579769134521
171,Cc1cc(C)c(O)c(C)c1,-2.05,-1.5818851,-0.4681149005889891
180,Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,-2.826182,0.0061818885803224255
183,Oc1c(Cl)cccc1Cl,-1.79,-2.1555147,0.36551471710205075
186,Cc1cccc(C)n1,0.45,-2.3262274,2.776227426528931
190,Nc3ccc2cc1ccccc1cc2c3 ,-5.17,-6.186532,1.0165320205688477
191,c1c(Br)ccc2ccccc12 ,-4.4,-4.5786414,0.17864141464233363
194,Cc1ccccc1Br,-2.23,-2.7199705,0.4899704647064209
197,CCCCOCCO,-0.42,-0.9148868,0.4948867726325989
202,Clc1ccc2ccccc2c1,-4.14,-4.710892,0.570892200469971
207,CCCCCCCCC(=O)C,-3.3,-3.5221114,0.2221114158630373
219,CCCCC(=O)C,-0.8,-1.8650861,1.0650860786437988
225,CC=C(C)C,-2.56,-0.88418883,-1.6758111691474915
226,CC(=C)C=C,-2.03,-1.8203478,-0.20965221405029277
