,0,1,2,3,4,5,6
0,4,4,4,FC(F)(Cl)C(F)(Cl)Cl,4,-3.04,-2.4923650000000035
1,11,11,11,Clc1cccc(Cl)c1Cl,11,-4.0,-4.246555416666667
2,15,15,15,Cc1cc(C)c(C)cc1C,15,-4.59,-3.186116666666667
3,18,18,18,Cc1ccc(C)c(C)c1,18,-3.31,-3.0844316666666685
4,19,19,19,Oc1ccccc1O,19,0.62,-1.704096666666667
5,22,22,22,Clc1ccccc1Cl,22,-3.05,-3.2544912499999983
6,24,24,24,CC(Cl)CCl,24,-1.6,-1.6597300000000004
7,38,38,38,ClCCCCl,38,-1.62,-1.524500000000001
8,42,42,42,O=N(=O)c1cccc(c1)N(=O)=O,42,-2.29,-2.7697399999999988
9,46,46,46,Clc1ccc(Cl)cc1,46,-3.27,-3.964299999999996
10,50,50,50,O=N(=O)c1ccc(cc1)N(=O)=O,50,-3.39,-2.354470000000005
11,57,57,57,Nc2cccc3nc1ccccc1cc23 ,57,-4.22,-3.682938333333333
12,61,61,61,CCCCCCBr,61,-3.81,-4.076649999999993
13,68,68,68,CCC#C,68,-1.24,-1.0090799999999989
14,74,74,74,Clc1cccc2ccccc12,74,-3.93,-3.4630674999999997
15,75,75,75,CCCCCCl,75,-2.73,-3.001105
16,89,89,89,CCCCI,89,-2.96,-2.403605000000004
17,93,93,93,CC1=CCCCC1,93,-3.27,-2.753250000000001
18,99,99,99,Nc1cccc2ccccc12,99,-1.92,-3.3384283333333324
19,102,102,102,CCCCCCCCCO,102,-3.01,-3.5758499999999938
20,105,105,105,CCCCCCCCCCCCCCCCCCO,105,-8.4,-6.668049999999998
21,114,114,114,CCCO,114,0.62,-0.6923624999999999
22,116,116,116,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,116,-11.6,-6.151905000000003
23,117,117,117,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,117,-9.16,-7.166515000000005
24,124,124,124,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,124,-7.68,-6.932655000000014
25,126,126,126,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,126,-7.43,-7.685146249999998
26,142,142,142,Clc1ccccc1c2ccccc2Cl ,142,-5.27,-4.689174999999996
27,149,149,149,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,149,-3.15,-3.0891766666666656
28,153,153,153,Oc1ccc(Cl)c(Cl)c1Cl,153,-2.67,-3.0482049999999994
29,154,154,154,CC(C)C(C)C(C)C,154,-4.8,-3.2163999999999935
30,167,167,167,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,167,-6.25,-6.242672499999989
31,175,175,175,CC(C)C(O)C(C)C,175,-1.22,-0.4290450000000007
